,Number_of_Pitches,Number_of_Pitch_Classes,Number_of_Common_Pitches,Number_of_Common_Pitch_Classes,Range,Importance_of_Bass_Register,Importance_of_Middle_Register,Importance_of_High_Register,Dominant_Spread,Strong_Tonal_Centres,Mean_Pitch,Mean_Pitch_Class,Most_Common_Pitch,Most_Common_Pitch_Class,Prevalence_of_Most_Common_Pitch,Prevalence_of_Most_Common_Pitch_Class,Relative_Prevalence_of_Top_Pitches,Relative_Prevalence_of_Top_Pitch_Classes,Interval_Between_Most_Prevalent_Pitches,Interval_Between_Most_Prevalent_Pitch_Classes,Pitch_Variability,Pitch_Class_Variability,Pitch_Class_Variability_After_Folding,Pitch_Skewness,Pitch_Class_Skewness,Pitch_Class_Skewness_After_Folding,Pitch_Kurtosis,Pitch_Class_Kurtosis,Pitch_Class_Kurtosis_After_Folding,Major_or_Minor,First_Pitch,First_Pitch_Class,Last_Pitch,Last_Pitch_Class,Most_Common_Melodic_Interval,Mean_Melodic_Interval,Number_of_Common_Melodic_Intervals,Distance_Between_Most_Prevalent_Melodic_Intervals,Prevalence_of_Most_Common_Melodic_Interval,Relative_Prevalence_of_Most_Common_Melodic_Intervals,Amount_of_Arpeggiation,Repeated_Notes,Chromatic_Motion,Stepwise_Motion,Melodic_Thirds,Melodic_Perfect_Fourths,Melodic_Tritones,Melodic_Perfect_Fifths,Melodic_Sixths,Melodic_Sevenths,Melodic_Octaves,Melodic_Large_Intervals,Minor_Major_Melodic_Third_Ratio,Melodic_Embellishments,Direction_of_Melodic_Motion,Average_Length_of_Melodic_Arcs,Average_Interval_Spanned_by_Melodic_Arcs,Melodic_Pitch_Variety,Simple_Initial_Meter,Compound_Initial_Meter,Complex_Initial_Meter,Duple_Initial_Meter,Triple_Initial_Meter,Quadruple_Initial_Meter,Metrical_Diversity,Total_Number_of_Notes,Note_Density_per_Quarter_Note,Note_Density_per_Quarter_Note_per_Voice,Note_Density_per_Quarter_Note_Variability,Range_of_Rhythmic_Values,Number_of_Different_Rhythmic_Values_Present,Number_of_Common_Rhythmic_Values_Present,Prevalence_of_Very_Short_Rhythmic_Values,Prevalence_of_Short_Rhythmic_Values,Prevalence_of_Medium_Rhythmic_Values,Prevalence_of_Long_Rhythmic_Values,Prevalence_of_Very_Long_Rhythmic_Values,Prevalence_of_Dotted_Notes,Shortest_Rhythmic_Value,Longest_Rhythmic_Value,Mean_Rhythmic_Value,Most_Common_Rhythmic_Value,Prevalence_of_Most_Common_Rhythmic_Value,Relative_Prevalence_of_Most_Common_Rhythmic_Values,Difference_Between_Most_Common_Rhythmic_Values,Rhythmic_Value_Variability,Rhythmic_Value_Skewness,Rhythmic_Value_Kurtosis,Mean_Rhythmic_Value_Run_Length,Median_Rhythmic_Value_Run_Length,Variability_in_Rhythmic_Value_Run_Lengths,Mean_Rhythmic_Value_Offset,Median_Rhythmic_Value_Offset,Variability_of_Rhythmic_Value_Offsets,Complete_Rests_Fraction,Partial_Rests_Fraction,Average_Rest_Fraction_Across_Voices,Longest_Complete_Rest,Longest_Partial_Rest,Mean_Complete_Rest_Duration,Mean_Partial_Rest_Duration,Median_Complete_Rest_Duration,Median_Partial_Rest_Duration,Variability_of_Complete_Rest_Durations,Variability_of_Partial_Rest_Durations,Variability_Across_Voices_of_Combined_Rests,Number_of_Strong_Rhythmic_Pulses_-_Tempo_Standardized,Number_of_Moderate_Rhythmic_Pulses_-_Tempo_Standardized,Number_of_Relatively_Strong_Rhythmic_Pulses_-_Tempo_Standardized,Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Second_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Harmonicity_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Strength_of_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Strength_of_Second_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Combined_Strength_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Rhythmic_Variability_-_Tempo_Standardized,Rhythmic_Looseness_-_Tempo_Standardized,Polyrhythms_-_Tempo_Standardized,Initial_Tempo,Mean_Tempo,Tempo_Variability,Duration_in_Seconds,Note_Density,Note_Density_Variability,Average_Time_Between_Attacks,Average_Time_Between_Attacks_for_Each_Voice,Variability_of_Time_Between_Attacks,Average_Variability_of_Time_Between_Attacks_for_Each_Voice,Minimum_Note_Duration,Maximum_Note_Duration,Average_Note_Duration,Variability_of_Note_Durations,Amount_of_Staccato,Number_of_Strong_Rhythmic_Pulses,Number_of_Moderate_Rhythmic_Pulses,Number_of_Relatively_Strong_Rhythmic_Pulses,Strongest_Rhythmic_Pulse,Second_Strongest_Rhythmic_Pulse,Harmonicity_of_Two_Strongest_Rhythmic_Pulses,Strength_of_Strongest_Rhythmic_Pulse,Strength_of_Second_Strongest_Rhythmic_Pulse,Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses,Combined_Strength_of_Two_Strongest_Rhythmic_Pulses,Rhythmic_Variability,Rhythmic_Looseness,Polyrhythms
"D:\AlphaProject\_PythonML\pythonProject\melodies\battle_halved\battle_halved_1026.mid",13.0, 7.0, 2.0, 1.0, 58.0, 0.4, 0.0, 0.6, 3.0, 1.0, 62.0, 6.34, 33.0, 9.0, 0.36, 0.4, 0.2778, 0.4, 53.0, 7.0, 24.48, 3.336, 1.474, -1.84, -0.5936, 0.2035, 4.544, 5.208, 6.55, 0.0, 81.0, 9.0, 88.0, 4.0, 0.0, 32.39, 3.0, 51.0, 0.102, 1.0, 0.2653, 0.102, 0.0, 0.02041, 0.1224, 0.04082, 0.0, 0.0, 0.04082, 0.0, 0.04082, 0.6327, 1.0, 0.0, 0.6136, 1.333, 46.64, 4.657, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 1.55, 1.55, 1.096, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.25, 0.25, 0.25, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 50.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.6124, 0.6124, 0.6124, 7.5, 7.5, 0.395, 0.395, 0.25, 0.25, 1.025, 1.025, 0.0, 5.0, 5.0, 5.0, 120.0, 80.0, 1.5, 0.2087, 0.2043, 1.021, 0.413, 0.03482, 0.0, 0.6, 166.0, 166.0, 3.042E-12, 11.66, 4.289, 1.863, 0.1777, 0.1777, 2.804E-17, 2.804E-17, 0.09036, 0.09036, 0.09036, 8.411E-17, 1.0, 7.0, 7.0, 7.0, 165.0, 111.0, 1.486, 0.1524, 0.1492, 1.021, 0.3016, 0.02925, 0.0, 0.2857
"D:\AlphaProject\_PythonML\pythonProject\melodies\battle_halved\battle_halved_1027.mid",11.0, 5.0, 7.0, 3.0, 51.0, 0.16, 0.0, 0.84, 3.0, 2.0, 74.0, 5.42, 78.0, 4.0, 0.14, 0.26, 0.8571, 0.8462, 2.0, 2.0, 15.05, 2.756, 1.839, -0.6898, -0.6314, -1.011, 7.433, 6.169, 4.926, 0.0, 76.0, 4.0, 43.0, 7.0, 3.0, 14.84, 4.0, 1.0, 0.1837, 0.8889, 0.4898, 0.04082, 0.0, 0.0, 0.3469, 0.102, 0.0, 0.0, 0.1429, 0.0, 0.102, 0.2653, 1.125, 0.0, 0.7447, 2.043, 29.52, 7.718, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 2.0, 2.0, 1.044, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.25, 0.25, 0.25, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 50.0, 50.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 1.121E-16, 1.121E-16, 0.0, 5.0, 5.0, 5.0, 120.0, 80.0, 1.5, 0.2087, 0.2043, 1.021, 0.413, 0.03482, 0.0, 0.6, 166.0, 166.0, 2.985E-12, 9.036, 5.533, 0.06727, 0.1777, 0.1777, 2.804E-17, 2.804E-17, 0.09036, 0.09036, 0.09036, 8.411E-17, 1.0, 7.0, 7.0, 7.0, 165.0, 111.0, 1.486, 0.1524, 0.1492, 1.021, 0.3016, 0.02925, 0.0, 0.2857
"D:\AlphaProject\_PythonML\pythonProject\melodies\battle_halved\battle_halved_1028.mid",14.0, 7.0, 2.0, 2.0, 52.0, 0.26, 0.08, 0.66, 6.0, 2.0, 68.0, 4.34, 81.0, 2.0, 0.14, 0.22, 0.7143, 0.9091, 5.0, 2.0, 18.24, 3.42, 3.61, -1.247, 0.2982, 1.247, 5.584, 5.44, 6.872, 0.0, 43.0, 7.0, 86.0, 2.0, 36.0, 20.8, 4.0, 34.0, 0.2449, 0.5833, 0.1429, 0.0, 0.04082, 0.1837, 0.08163, 0.102, 0.0, 0.06122, 0.06122, 0.0, 0.0, 0.5102, 0.0, 0.16, 0.4898, 1.531, 31.62, 7.229, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 0.6061, 0.6061, 0.2024, 7.0, 6.0, 2.0, 0.04, 0.56, 0.62, 0.42, 0.0, 0.26, 0.25, 4.0, 1.58, 0.5, 0.52, 0.4615, 5.0, 1.341, 2.417, 5.065, 1.25, 1.0, 0.543, 0.05633, 0.0, 0.1343, 0.07657, 0.07657, 0.07657, 0.5, 0.5, 0.4183, 0.4183, 0.5, 0.5, 0.1092, 0.1092, 0.0, 4.0, 7.0, 5.0, 40.0, 120.0, 3.0, 0.2857, 0.2571, 1.111, 0.5429, 0.03538, 0.0, 0.6, 143.0, 143.0, 1.319E-11, 34.62, 1.444, 0.3802, 0.6987, 0.6987, 0.5985, 0.5985, 0.1049, 1.678, 0.6393, 0.528, 0.0, 4.0, 9.0, 3.0, 41.0, 48.0, 1.171, 0.3684, 0.1754, 2.1, 0.5439, 0.03603, 0.0, 0.3333
"D:\AlphaProject\_PythonML\pythonProject\melodies\battle_halved\battle_halved_1029.mid",8.0, 7.0, 4.0, 2.0, 12.0, 0.0, 0.0, 1.0, 2.0, 3.0, 81.0, 6.58, 81.0, 9.0, 0.28, 0.28, 0.7143, 0.7143, 2.0, 2.0, 2.714, 3.876, 1.794, 1.039, -0.3251, -0.6353, 6.322, 5.363, 5.208, 0.0, 88.0, 4.0, 84.0, 0.0, 2.0, 2.286, 3.0, 1.0, 0.4286, 0.5714, 0.3469, 0.08163, 0.1429, 0.5714, 0.2449, 0.08163, 0.0, 0.02041, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4222, 2.25, 5.5, 4.95, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 0.9756, 0.9756, 0.1125, 7.0, 6.0, 2.0, 0.06, 0.62, 0.92, 0.24, 0.0, 0.1, 0.25, 4.0, 1.005, 0.5, 0.56, 0.3929, 4.0, 0.7816, 1.938, 9.023, 1.667, 1.0, 0.8841, 0.01233, 0.0, 0.07039, 0.01236, 0.01236, 0.01236, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 5.0, 7.0, 5.0, 40.0, 48.0, 1.2, 0.2444, 0.2111, 1.158, 0.4556, 0.03467, 0.0, 0.6, 143.0, 143.0, 1.236E-11, 21.5, 2.325, 0.4604, 0.4332, 0.4332, 0.3415, 0.3415, 0.1049, 1.678, 0.4248, 0.3335, 0.0, 6.0, 6.0, 6.0, 41.0, 48.0, 1.171, 0.2222, 0.188, 1.182, 0.4103, 0.03169, 0.0, 0.1667
"D:\AlphaProject\_PythonML\pythonProject\melodies\battle_halved\battle_halved_1030.mid",11.0, 8.0, 3.0, 2.0, 40.0, 0.06, 0.94, 0.0, 1.0, 4.0, 64.0, 7.02, 67.0, 7.0, 0.32, 0.34, 0.875, 0.8235, 1.0, 1.0, 8.604, 1.974, 2.87, -0.8298, 0.03039, -0.7735, 17.04, 9.319, 5.079, 0.0, 66.0, 6.0, 66.0, 6.0, 1.0, 6.204, 2.0, 1.0, 0.4082, 0.45, 0.3265, 0.1837, 0.4082, 0.4286, 0.102, 0.08163, 0.04082, 0.0, 0.0, 0.04082, 0.0, 0.1224, 0.6667, 0.0, 0.45, 1.29, 9.774, 2.973, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 2.128, 2.128, 0.6449, 2.0, 3.0, 2.0, 0.8, 0.96, 0.2, 0.0, 0.0, 0.04, 0.25, 0.75, 0.31, 0.25, 0.8, 0.2, 1.0, 0.1294, 1.391, 10.27, 4.545, 1.0, 7.929, 0.0, 0.0, 0.0, 0.3404, 0.3404, 0.3404, 4.0, 4.0, 0.5714, 0.5714, 0.25, 0.25, 0.9924, 0.9924, 0.0, 5.0, 10.0, 10.0, 160.0, 96.0, 1.667, 0.1168, 0.1131, 1.032, 0.2299, 0.02433, 0.0, 0.3, 135.0, 135.0, 4.215E-11, 10.44, 4.787, 2.884, 0.1741, 0.1741, 0.08178, 0.08178, 0.1111, 0.3333, 0.1378, 0.05749, 0.0, 2.0, 11.0, 11.0, 180.0, 108.0, 1.667, 0.1074, 0.104, 1.032, 0.2114, 0.02313, 0.0, 0.4545
"D:\AlphaProject\_PythonML\pythonProject\melodies\battle_halved\battle_halved_1031.mid",9.0, 7.0, 5.0, 2.0, 44.0, 0.08, 0.78, 0.14, 3.0, 5.0, 65.0, 6.76, 67.0, 7.0, 0.28, 0.28, 0.7857, 0.7857, 1.0, 1.0, 10.18, 2.421, 3.161, -0.4242, -0.2974, -0.8731, 13.54, 7.511, 5.058, 0.0, 67.0, 7.0, 66.0, 6.0, 1.0, 6.878, 4.0, 2.0, 0.3265, 0.8125, 0.449, 0.1633, 0.3265, 0.3878, 0.2857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1633, 13.0, 0.0, 0.5366, 1.864, 15.18, 3.5, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 2.667, 2.667, 0.9946, 3.0, 4.0, 3.0, 0.74, 0.96, 0.26, 0.0, 0.0, 0.04, 0.125, 0.75, 0.265, 0.125, 0.48, 1.0, 0.0, 0.1779, 0.2529, 6.724, 2.778, 1.0, 2.819, 0.02167, 0.04167, 0.02265, 0.2489, 0.2489, 0.2489, 4.0, 4.0, 1.5, 1.5, 0.25, 0.25, 2.165, 2.165, 0.0, 0.0, 26.0, 19.0, 160.0, 96.0, 1.667, 0.08307, 0.0607, 1.368, 0.1438, 0.01478, 0.3684, 0.2105, 135.0, 135.0, 3.581E-12, 8.333, 6.0, 2.262, 0.1673, 0.1673, 0.2585, 0.2585, 0.03704, 0.3333, 0.1252, 0.07212, 0.48, 0.0, 27.0, 20.0, 180.0, 108.0, 1.667, 0.07536, 0.05507, 1.368, 0.1304, 0.01375, 0.9, 0.4
"D:\AlphaProject\_PythonML\pythonProject\melodies\battle_halved\battle_halved_1032.mid",20.0, 12.0, 2.0, 0.0, 59.0, 0.12, 0.08, 0.8, 1.0, 4.0, 81.0, 5.44, 88.0, 7.0, 0.18, 0.2, 1.0, 0.9, 3.0, 3.0, 16.11, 3.351, 3.452, -1.162, -0.5013, 0.8343, 8.985, 5.189, 5.13, 0.0, 96.0, 0.0, 70.0, 10.0, 1.0, 7.469, 2.0, 1.0, 0.4694, 0.6957, 0.3469, 0.3265, 0.4694, 0.4694, 0.0, 0.0, 0.02041, 0.0, 0.0, 0.0, 0.02041, 0.1633, 0.0, 0.0, 0.2727, 3.0, 30.82, 3.4, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 2.597, 2.597, 1.01, 4.0, 4.0, 2.0, 0.88, 0.96, 0.12, 0.0, 0.0, 0.0, 0.125, 1.0, 0.26, 0.25, 0.56, 0.5714, 1.0, 0.1818, 0.165, 16.24, 3.846, 2.0, 3.805, 0.0, 0.0, 0.0, 0.3247, 0.3247, 0.3247, 0.75, 0.75, 0.3676, 0.3676, 0.25, 0.25, 0.2186, 0.2186, 0.0, 1.0, 20.0, 15.0, 60.0, 120.0, 2.0, 0.1107, 0.0906, 1.222, 0.2013, 0.01876, 0.0, 0.2, 120.0, 120.0, 0.0, 9.625, 5.195, 2.446, 0.1913, 0.1913, 0.1399, 0.1399, 0.0625, 0.5, 0.13, 0.09091, 0.32, 1.0, 20.0, 15.0, 60.0, 120.0, 2.0, 0.1107, 0.0906, 1.222, 0.2013, 0.01876, 0.0, 0.2
"D:\AlphaProject\_PythonML\pythonProject\melodies\battle_halved\battle_halved_1033.mid",21.0, 11.0, 3.0, 2.0, 59.0, 0.2, 0.16, 0.64, 1.0, 3.0, 76.0, 6.18, 70.0, 7.0, 0.16, 0.28, 1.0, 0.7857, 21.0, 3.0, 17.6, 3.691, 3.908, -1.319, -0.6666, 0.07676, 6.026, 5.163, 4.696, 0.0, 43.0, 7.0, 82.0, 10.0, 1.0, 9.939, 2.0, 1.0, 0.4286, 0.5238, 0.2245, 0.2245, 0.4286, 0.4286, 0.0, 0.02041, 0.06122, 0.0, 0.0, 0.0, 0.0, 0.2653, 0.0, 0.0, 0.4474, 2.235, 28.47, 2.962, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 2.632, 2.632, 0.5485, 2.0, 3.0, 2.0, 0.88, 1.0, 0.12, 0.0, 0.0, 0.0, 0.125, 0.5, 0.245, 0.25, 0.6, 0.4667, 1.0, 0.11, -0.1364, 7.653, 3.571, 3.0, 3.005, 0.0, 0.0, 0.0, 0.3553, 0.3553, 0.3553, 0.75, 0.75, 0.2935, 0.2935, 0.25, 0.25, 0.1441, 0.1441, 0.0, 5.0, 20.0, 10.0, 60.0, 120.0, 2.0, 0.1185, 0.115, 1.03, 0.2334, 0.0208, 0.0, 0.2, 120.0, 120.0, 0.0, 9.5, 5.263, 0.04913, 0.1862, 0.1862, 0.1048, 0.1048, 0.0625, 0.25, 0.1225, 0.05498, 0.28, 5.0, 20.0, 10.0, 60.0, 120.0, 2.0, 0.1185, 0.115, 1.03, 0.2334, 0.0208, 0.0, 0.2
"D:\AlphaProject\_PythonML\pythonProject\melodies\battle_halved\battle_halved_1034.mid",7.0, 5.0, 4.0, 2.0, 43.0, 0.02, 0.2, 0.78, 3.0, 1.0, 74.0, 5.56, 76.0, 4.0, 0.42, 0.42, 0.4286, 0.8095, 7.0, 5.0, 6.503, 2.651, 2.256, -0.7196, 1.765, -0.1596, 26.27, 4.89, 12.5, 0.0, 81.0, 9.0, 76.0, 4.0, 0.0, 5.122, 5.0, 5.0, 0.3673, 0.4444, 0.6531, 0.3673, 0.04082, 0.1429, 0.02041, 0.1633, 0.0, 0.102, 0.0, 0.02041, 0.1429, 0.04082, 0.0, 0.0, 0.4839, 1.24, 9.96, 2.19, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 1.46, 1.46, 0.7653, 1.0, 2.0, 2.0, 0.76, 1.0, 0.24, 0.0, 0.0, 0.0, 0.25, 0.5, 0.31, 0.25, 0.76, 0.3158, 1.0, 0.1079, 1.669, 5.943, 10.0, 6.0, 8.276, 7.292E-4, 0.0, 0.001826, 0.5484, 0.5484, 0.5484, 4.0, 4.0, 0.5859, 0.5859, 0.25, 0.25, 0.6798, 0.6798, 0.0, 5.0, 9.0, 5.0, 120.0, 60.0, 2.0, 0.1862, 0.1702, 1.094, 0.3564, 0.02833, 0.0, 0.6, 155.0, 155.0, 1.629E-11, 13.26, 3.772, 1.313, 0.2349, 0.2349, 0.1136, 0.1136, 0.09476, 0.1935, 0.1197, 0.04192, 0.76, 6.0, 11.0, 6.0, 155.0, 78.0, 1.987, 0.1682, 0.1591, 1.057, 0.3273, 0.02768, 0.0, 0.1667
"D:\AlphaProject\_PythonML\pythonProject\melodies\battle_halved\battle_halved_1035.mid",13.0, 7.0, 4.0, 2.0, 60.0, 0.12, 0.32, 0.56, 3.0, 2.0, 70.0, 4.34, 76.0, 4.0, 0.22, 0.32, 0.8182, 0.6875, 2.0, 5.0, 12.59, 3.114, 2.757, -0.9295, 0.3275, 0.544, 9.308, 5.631, 9.052, 0.0, 76.0, 4.0, 69.0, 9.0, 0.0, 7.776, 3.0, 2.0, 0.3469, 0.4118, 0.551, 0.3469, 0.08163, 0.2245, 0.08163, 0.02041, 0.0, 0.102, 0.02041, 0.0, 0.02041, 0.1837, 3.0, 0.0, 0.5938, 1.6, 18.45, 4.459, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 1.093, 1.093, 0.3279, 6.0, 5.0, 2.0, 0.32, 0.82, 0.66, 0.02, 0.0, 0.04, 0.25, 3.0, 0.56, 0.5, 0.5, 0.64, 1.0, 0.4477, 0.4021, 24.23, 2.632, 1.0, 2.191, 0.01625, 0.0, 0.0782, 0.4057, 0.4057, 0.4057, 4.0, 4.0, 0.6858, 0.6858, 0.5, 0.5, 0.8281, 0.8281, 0.0, 5.0, 8.0, 5.0, 120.0, 48.0, 2.5, 0.2222, 0.1984, 1.12, 0.4206, 0.03195, 0.0, 0.6, 155.0, 155.0, 8.698E-12, 17.71, 2.823, 0.6426, 0.3555, 0.3555, 0.2991, 0.2991, 0.09476, 0.9677, 0.2105, 0.1485, 0.32, 6.0, 9.0, 6.0, 155.0, 62.0, 2.5, 0.1867, 0.1667, 1.12, 0.3533, 0.02945, 0.0, 0.1667
"D:\AlphaProject\_PythonML\pythonProject\melodies\battle_halved\battle_halved_1036.mid",11.0, 9.0, 4.0, 3.0, 14.0, 0.02, 0.98, 0.0, 3.0, 2.0, 61.0, 4.94, 62.0, 2.0, 0.22, 0.22, 1.0, 1.0, 2.0, 2.0, 3.693, 3.222, 2.755, -0.3412, 0.8751, 1.241, 5.83, 5.573, 8.996, 0.0, 53.0, 5.0, 59.0, 11.0, 2.0, 2.612, 2.0, 1.0, 0.551, 0.2963, 0.2449, 0.08163, 0.1633, 0.7143, 0.06122, 0.02041, 0.0, 0.06122, 0.02041, 0.04082, 0.0, 0.0, 0.5, 0.0, 0.4444, 1.8, 4.88, 4.5, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 1.563, 1.563, 0.8387, 4.0, 5.0, 3.0, 0.22, 0.54, 0.78, 0.0, 0.0, 0.44, 0.25, 1.5, 0.61, 0.75, 0.38, 0.8421, 1.0, 0.3037, 1.087, 8.885, 1.786, 1.0, 1.031, 0.005, 0.0, 0.03536, 0.05469, 0.05469, 0.05469, 1.75, 1.75, 1.75, 1.75, 1.75, 1.75, 0.0, 0.0, 0.0, 5.0, 10.0, 10.0, 160.0, 60.0, 2.667, 0.1527, 0.1379, 1.107, 0.2906, 0.02539, 0.0, 0.3, 100.0, 100.0, 0.0, 19.2, 2.604, 0.7221, 0.3851, 0.3851, 0.2099, 0.2099, 0.15, 0.9, 0.363, 0.1743, 0.0, 6.0, 9.0, 9.0, 134.0, 50.0, 2.68, 0.1615, 0.1458, 1.107, 0.3073, 0.02654, 0.0, 0.2222
"D:\AlphaProject\_PythonML\pythonProject\melodies\battle_halved\battle_halved_1037.mid",11.0, 8.0, 4.0, 1.0, 35.0, 0.06, 0.9, 0.04, 4.0, 2.0, 61.0, 5.0, 64.0, 4.0, 0.2, 0.24, 0.9, 0.75, 2.0, 2.0, 6.508, 3.411, 3.487, -0.05532, 0.8796, 0.03441, 15.56, 5.53, 6.334, 0.0, 53.0, 5.0, 60.0, 0.0, 2.0, 3.408, 2.0, 1.0, 0.6122, 0.2667, 0.102, 0.06122, 0.1633, 0.7755, 0.04082, 0.06122, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06122, 0.0, 0.0, 0.6522, 1.769, 6.346, 4.241, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 1.418, 1.418, 0.4952, 5.0, 5.0, 3.0, 0.18, 0.52, 0.82, 0.04, 0.0, 0.44, 0.25, 2.0, 0.715, 0.5, 0.34, 0.9412, 1.0, 0.4461, 1.446, 7.962, 1.429, 1.0, 0.7391, 0.01, 0.0, 0.04949, 0.0, 0.0, 4.809E-13, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 10.0, 9.0, 60.0, 160.0, 2.667, 0.1667, 0.1452, 1.148, 0.3118, 0.02618, 0.0, 0.2222, 100.0, 100.0, 0.0, 21.15, 2.364, 0.8417, 0.4249, 0.4249, 0.2531, 0.2531, 0.15, 1.05, 0.423, 0.2512, 0.0, 6.0, 9.0, 8.0, 50.0, 134.0, 2.68, 0.1761, 0.1534, 1.148, 0.3295, 0.02746, 0.0, 0.375
"D:\AlphaProject\_PythonML\pythonProject\melodies\battle_halved\battle_halved_1038.mid",19.0, 9.0, 2.0, 1.0, 43.0, 0.68, 0.26, 0.06, 3.0, 2.0, 50.0, 4.22, 48.0, 0.0, 0.12, 0.24, 1.0, 0.8333, 3.0, 3.0, 10.15, 3.247, 4.432, -0.065, -0.7207, -1.828, 7.419, 5.1, 4.548, 0.0, 36.0, 0.0, 72.0, 0.0, 5.0, 8.408, 4.0, 2.0, 0.2245, 0.9091, 0.4286, 0.0, 0.08163, 0.08163, 0.02041, 0.2245, 0.0, 0.2041, 0.1224, 0.06122, 0.1429, 0.1429, 0.0, 0.02, 0.6122, 1.581, 13.06, 9.875, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 50.0, 1.307, 1.307, 1.377, 8.0, 3.0, 1.0, 0.86, 0.86, 0.0, 0.14, 0.02, 0.14, 0.25, 6.0, 0.695, 0.25, 0.86, 0.1395, 6.0, 1.183, 1.129, 14.55, 7.143, 1.0, 9.957, 0.03, 0.0, 0.09636, 0.05229, 0.05229, 0.05229, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.0, 0.0, 0.0, 5.0, 10.0, 10.0, 159.0, 120.0, 1.325, 0.129, 0.1254, 1.029, 0.2545, 0.02472, 0.0, 0.2, 120.0, 120.0, 0.0, 19.12, 2.614, 1.928, 0.3555, 0.3555, 0.6443, 0.6443, 0.125, 3.25, 0.3625, 0.6345, 0.0, 5.0, 10.0, 10.0, 159.0, 120.0, 1.325, 0.129, 0.1254, 1.029, 0.2545, 0.02472, 0.0, 0.2
