,Number_of_Pitches,Number_of_Pitch_Classes,Number_of_Common_Pitches,Number_of_Common_Pitch_Classes,Range,Importance_of_Bass_Register,Importance_of_Middle_Register,Importance_of_High_Register,Dominant_Spread,Strong_Tonal_Centres,Mean_Pitch,Mean_Pitch_Class,Most_Common_Pitch,Most_Common_Pitch_Class,Prevalence_of_Most_Common_Pitch,Prevalence_of_Most_Common_Pitch_Class,Relative_Prevalence_of_Top_Pitches,Relative_Prevalence_of_Top_Pitch_Classes,Interval_Between_Most_Prevalent_Pitches,Interval_Between_Most_Prevalent_Pitch_Classes,Pitch_Variability,Pitch_Class_Variability,Pitch_Class_Variability_After_Folding,Pitch_Skewness,Pitch_Class_Skewness,Pitch_Class_Skewness_After_Folding,Pitch_Kurtosis,Pitch_Class_Kurtosis,Pitch_Class_Kurtosis_After_Folding,Major_or_Minor,First_Pitch,First_Pitch_Class,Last_Pitch,Last_Pitch_Class,Most_Common_Melodic_Interval,Mean_Melodic_Interval,Number_of_Common_Melodic_Intervals,Distance_Between_Most_Prevalent_Melodic_Intervals,Prevalence_of_Most_Common_Melodic_Interval,Relative_Prevalence_of_Most_Common_Melodic_Intervals,Amount_of_Arpeggiation,Repeated_Notes,Chromatic_Motion,Stepwise_Motion,Melodic_Thirds,Melodic_Perfect_Fourths,Melodic_Tritones,Melodic_Perfect_Fifths,Melodic_Sixths,Melodic_Sevenths,Melodic_Octaves,Melodic_Large_Intervals,Minor_Major_Melodic_Third_Ratio,Melodic_Embellishments,Direction_of_Melodic_Motion,Average_Length_of_Melodic_Arcs,Average_Interval_Spanned_by_Melodic_Arcs,Melodic_Pitch_Variety,Simple_Initial_Meter,Compound_Initial_Meter,Complex_Initial_Meter,Duple_Initial_Meter,Triple_Initial_Meter,Quadruple_Initial_Meter,Metrical_Diversity,Total_Number_of_Notes,Note_Density_per_Quarter_Note,Note_Density_per_Quarter_Note_per_Voice,Note_Density_per_Quarter_Note_Variability,Range_of_Rhythmic_Values,Number_of_Different_Rhythmic_Values_Present,Number_of_Common_Rhythmic_Values_Present,Prevalence_of_Very_Short_Rhythmic_Values,Prevalence_of_Short_Rhythmic_Values,Prevalence_of_Medium_Rhythmic_Values,Prevalence_of_Long_Rhythmic_Values,Prevalence_of_Very_Long_Rhythmic_Values,Prevalence_of_Dotted_Notes,Shortest_Rhythmic_Value,Longest_Rhythmic_Value,Mean_Rhythmic_Value,Most_Common_Rhythmic_Value,Prevalence_of_Most_Common_Rhythmic_Value,Relative_Prevalence_of_Most_Common_Rhythmic_Values,Difference_Between_Most_Common_Rhythmic_Values,Rhythmic_Value_Variability,Rhythmic_Value_Skewness,Rhythmic_Value_Kurtosis,Mean_Rhythmic_Value_Run_Length,Median_Rhythmic_Value_Run_Length,Variability_in_Rhythmic_Value_Run_Lengths,Mean_Rhythmic_Value_Offset,Median_Rhythmic_Value_Offset,Variability_of_Rhythmic_Value_Offsets,Complete_Rests_Fraction,Partial_Rests_Fraction,Average_Rest_Fraction_Across_Voices,Longest_Complete_Rest,Longest_Partial_Rest,Mean_Complete_Rest_Duration,Mean_Partial_Rest_Duration,Median_Complete_Rest_Duration,Median_Partial_Rest_Duration,Variability_of_Complete_Rest_Durations,Variability_of_Partial_Rest_Durations,Variability_Across_Voices_of_Combined_Rests,Number_of_Strong_Rhythmic_Pulses_-_Tempo_Standardized,Number_of_Moderate_Rhythmic_Pulses_-_Tempo_Standardized,Number_of_Relatively_Strong_Rhythmic_Pulses_-_Tempo_Standardized,Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Second_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Harmonicity_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Strength_of_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Strength_of_Second_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Combined_Strength_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Rhythmic_Variability_-_Tempo_Standardized,Rhythmic_Looseness_-_Tempo_Standardized,Polyrhythms_-_Tempo_Standardized,Initial_Tempo,Mean_Tempo,Tempo_Variability,Duration_in_Seconds,Note_Density,Note_Density_Variability,Average_Time_Between_Attacks,Average_Time_Between_Attacks_for_Each_Voice,Variability_of_Time_Between_Attacks,Average_Variability_of_Time_Between_Attacks_for_Each_Voice,Minimum_Note_Duration,Maximum_Note_Duration,Average_Note_Duration,Variability_of_Note_Durations,Amount_of_Staccato,Number_of_Strong_Rhythmic_Pulses,Number_of_Moderate_Rhythmic_Pulses,Number_of_Relatively_Strong_Rhythmic_Pulses,Strongest_Rhythmic_Pulse,Second_Strongest_Rhythmic_Pulse,Harmonicity_of_Two_Strongest_Rhythmic_Pulses,Strength_of_Strongest_Rhythmic_Pulse,Strength_of_Second_Strongest_Rhythmic_Pulse,Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses,Combined_Strength_of_Two_Strongest_Rhythmic_Pulses,Rhythmic_Variability,Rhythmic_Looseness,Polyrhythms
"D:\AlphaProject\_PythonML\pythonProject\melodies\title\COOKIE.mid",16.0, 9.0, 4.0, 1.0, 53.0, 0.1, 0.14, 0.76, 4.0, 3.0, 71.0, 5.32, 76.0, 4.0, 0.21, 0.21, 0.7619, 0.9048, 2.0, 3.0, 13.43, 3.133, 2.986, -0.938, 0.3064, 0.5224, 10.7, 5.291, 7.551, 0.0, 31.0, 7.0, 76.0, 4.0, 2.0, 5.101, 3.0, 1.0, 0.4141, 0.439, 0.2121, 0.08081, 0.1818, 0.596, 0.101, 0.1212, 0.0, 0.0303, 0.0, 0.0, 0.0, 0.07071, 1.0, 0.0, 0.5385, 2.022, 11.16, 5.62, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 1.087, 1.087, 0.3262, 6.0, 7.0, 2.0, 0.02, 0.48, 0.94, 0.09, 0.0, 0.11, 0.25, 3.0, 0.905, 0.5, 0.46, 0.7826, 2.0, 0.5869, -0.4856, 10.92, 2.0, 1.0, 1.539, 0.02, 0.0, 0.09847, 0.03804, 0.03804, 0.03804, 1.0, 1.0, 0.875, 0.875, 1.0, 1.0, 0.25, 0.25, 0.0, 5.0, 8.0, 5.0, 120.0, 40.0, 3.0, 0.2377, 0.2, 1.189, 0.4377, 0.03329, 0.0, 0.6, 120.0, 120.0, 0.0, 46.0, 2.174, 0.7788, 0.455, 0.455, 0.2802, 0.2802, 0.125, 1.25, 0.4425, 0.2596, 0.0, 5.0, 8.0, 5.0, 120.0, 40.0, 3.0, 0.2377, 0.2, 1.189, 0.4377, 0.03329, 0.0, 0.6
"D:\AlphaProject\_PythonML\pythonProject\melodies\title\pgunn.mid",15.0, 8.0, 5.0, 2.0, 34.0, 0.79, 0.2, 0.01, 2.0, 4.0, 47.0, 6.52, 41.0, 5.0, 0.33, 0.35, 0.5758, 0.5714, 4.0, 4.0, 8.907, 2.533, 4.041, 1.159, -0.5686, -1.396, 7.191, 6.329, 4.76, 0.0, 41.0, 5.0, 45.0, 9.0, 2.0, 4.343, 6.0, 1.0, 0.2121, 0.9524, 0.3636, 0.101, 0.202, 0.4141, 0.2626, 0.1111, 0.0101, 0.0, 0.0, 0.0, 0.0, 0.101, 0.8571, 0.0, 0.4944, 1.413, 6.81, 5.513, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 1.565, 1.565, NaN, 6.0, 3.0, 2.0, 0.18, 0.97, 0.79, 0.03, 0.0, 0.03, 0.25, 3.0, 0.53, 0.5, 0.79, 0.2278, 1.0, 0.447, 0.2013, 33.13, 4.0, 3.0, 3.884, 0.092, 0.1, 0.05209, 0.2739, 0.2739, 0.2739, 8.0, 8.0, 0.2024, 0.2024, 0.1, 0.1, 0.8721, 0.8721, 0.0, 5.0, 12.0, 5.0, 120.0, 60.0, 2.0, 0.1648, 0.158, 1.043, 0.3228, 0.02633, 0.0, 0.6, 110.0, 110.0, 1.704E-11, 34.86, 2.869, 1.248, 0.3035, 0.3035, 0.2916, 0.2916, 0.1091, 1.855, 0.2531, 0.2812, 0.0, 4.0, 12.0, 4.0, 110.0, 55.0, 2.0, 0.1896, 0.1818, 1.043, 0.3714, 0.02833, 0.0, 0.5
"D:\AlphaProject\_PythonML\pythonProject\melodies\title\TF2Title.mid",12.0, 7.0, 5.0, 3.0, 19.0, 0.0, 0.35, 0.65, 4.0, 3.0, 76.0, 6.09, 81.0, 10.0, 0.16, 0.24, 0.9375, 0.9167, 9.0, 10.0, 5.402, 3.856, 4.393, -1.372, -0.7079, 1.004, 5.067, 4.977, 4.612, 0.0, 81.0, 9.0, 72.0, 0.0, 2.0, 3.343, 3.0, 1.0, 0.4646, 0.3478, 0.2121, 0.0, 0.1616, 0.6263, 0.1212, 0.1111, 0.0, 0.06061, 0.0404, 0.0303, 0.0, 0.0101, 0.7143, 0.01, 0.6465, 1.904, 6.192, 5.014, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 1.112, 1.112, 0.8544, 6.0, 7.0, 1.0, 0.54, 0.62, 0.43, 0.12, 0.0, 0.17, 0.25, 3.0, 0.7075, 0.25, 0.54, 0.2222, 3.0, 0.6863, 2.0, 8.531, 2.128, 1.0, 2.864, 0.1025, 0.1167, 0.05891, 0.1286, 0.1286, 0.1286, 3.533, 3.533, 1.248, 1.248, 0.1, 0.1, 1.714, 1.714, 0.0, 3.0, 11.0, 7.0, 41.0, 164.0, 4.0, 0.1261, 0.1101, 1.146, 0.2362, 0.02061, 0.4286, 0.4286, 130.0, 130.0, 6.284E-11, 41.51, 2.409, 1.407, 0.3913, 0.3913, 0.4269, 0.4269, 0.1385, 1.446, 0.3617, 0.3206, 0.0, 1.0, 14.0, 8.0, 177.0, 118.0, 1.5, 0.1039, 0.09524, 1.091, 0.1991, 0.01872, 0.625, 0.25
"D:\AlphaProject\_PythonML\pythonProject\melodies\title\godzilla-title.mid",2.0, 2.0, 2.0, 2.0, 1.0, 0.0, 0.0, 1.0, 1.0, 2.0, 77.0, 5.5, 77.0, 5.0, 0.5, 0.5, 1.0, 1.0, 1.0, 1.0, 0.5025, 0.5025, 2.513, -2.985, -2.985, -2.985, 4.145, 4.145, 4.145, 0.0, 77.0, 5.0, 78.0, 6.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5051, 1.01, 1.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 4.002, 4.002, 2.003, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.25, 0.25, 0.25, 0.25, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 100.0, 100.0, 0.0, 0.01042, 0.01042, 1.22E-17, 0.04127, 0.04127, 0.04127, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 10.0, 10.0, 158.0, 119.0, 1.328, 0.1049, 0.1038, 1.01, 0.2086, 0.02422, 0.0, 0.2, 120.0, 120.0, 0.0, 12.49, 8.003, 0.08642, 0.1198, 0.1198, 9.764E-17, 9.764E-17, 0.1198, 0.1198, 0.1198, 9.763E-17, 0.0, 5.0, 10.0, 10.0, 158.0, 119.0, 1.328, 0.1049, 0.1038, 1.01, 0.2086, 0.02422, 0.0, 0.2
"D:\AlphaProject\_PythonML\pythonProject\melodies\title\Batman_-_Intro.mid",18.0, 8.0, 3.0, 2.0, 38.0, 0.36, 0.22, 0.42, 5.0, 2.0, 66.0, 5.51, 50.0, 2.0, 0.2, 0.22, 0.7, 0.9545, 32.0, 8.0, 13.73, 3.466, 4.45, -0.3604, 0.4415, 1.571, 4.43, 4.824, 4.363, 0.0, 67.0, 7.0, 70.0, 10.0, 2.0, 3.081, 5.0, 1.0, 0.2727, 0.963, 0.4141, 0.1212, 0.1515, 0.4242, 0.2727, 0.1111, 0.0, 0.0202, 0.0202, 0.0, 0.0, 0.0303, 26.0, 0.05, 0.4598, 1.403, 4.871, 3.68, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 0.7737, 0.7737, 0.4633, 8.0, 8.0, 2.0, 0.09, 0.44, 0.83, 0.18, 0.01, 0.07, 0.25, 6.0, 1.103, 0.5, 0.35, 1.0, 2.0, 0.9874, 0.3114, 13.39, 1.961, 1.0, 1.216, 0.011, 0.0, 0.07056, 0.154, 0.154, 0.154, 4.0, 4.0, 0.7107, 0.7107, 0.5, 0.5, 0.9586, 0.9586, 0.0, 5.0, 5.0, 5.0, 60.0, 120.0, 2.0, 0.2479, 0.2185, 1.135, 0.4664, 0.03519, 0.0, 0.4, 93.0, 93.0, 2.403E-11, 83.39, 1.199, 0.6942, 0.7978, 0.7978, 0.6839, 0.6839, 0.1613, 3.548, 0.7055, 0.6153, 0.0, 4.0, 4.0, 4.0, 47.0, 93.0, 1.979, 0.3105, 0.2737, 1.135, 0.5842, 0.03968, 0.0, 0.5
"D:\AlphaProject\_PythonML\pythonProject\melodies\title\TitleScreen.mid",19.0, 10.0, 4.0, 1.0, 41.0, 0.02, 0.68, 0.3, 3.0, 3.0, 69.0, 4.63, 73.0, 1.0, 0.2, 0.27, 0.75, 0.6296, 5.0, 7.0, 6.282, 3.794, 3.264, -0.3868, -0.2925, -0.6893, 14.1, 4.671, 5.917, 0.0, 70.0, 10.0, 66.0, 6.0, 0.0, 2.646, 3.0, 2.0, 0.2828, 0.9643, 0.4343, 0.2828, 0.1919, 0.4646, 0.08081, 0.0404, 0.0, 0.07071, 0.0303, 0.0, 0.0, 0.0303, 7.0, 0.01, 0.4648, 1.543, 5.543, 3.685, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.186, 2.186, 0.4281, 6.0, 5.0, 2.0, 0.65, 0.83, 0.33, 0.02, 0.0, 0.17, 0.25, 3.0, 0.4325, 0.25, 0.65, 0.2769, 1.0, 0.4262, 1.285, 31.86, 2.381, 1.0, 2.316, 0.01177, 0.01042, 0.01571, 0.08016, 0.08016, 0.08016, 0.5104, 0.5104, 0.3869, 0.3869, 0.5104, 0.5104, 0.1565, 0.1565, 0.0, 3.0, 10.0, 10.0, 54.0, 159.0, 2.944, 0.1226, 0.1226, 1.0, 0.2451, 0.02441, 0.0, 0.2, 165.0, 165.0, 8.271E-12, 16.63, 6.012, 1.134, 0.1634, 0.1634, 0.1675, 0.1675, 0.08712, 1.091, 0.153, 0.1541, 0.65, 1.0, 13.0, 13.0, 74.0, 110.0, 1.486, 0.1028, 0.09091, 1.131, 0.1937, 0.02125, 0.0, 0.07692
"D:\AlphaProject\_PythonML\pythonProject\melodies\title\solskey.mid",14.0, 10.0, 4.0, 1.0, 18.0, 0.0, 0.93, 0.07, 4.0, 2.0, 68.0, 5.11, 72.0, 0.0, 0.25, 0.28, 0.68, 0.6071, 5.0, 7.0, 4.279, 4.097, 3.086, -0.4557, -0.6517, 0.9818, 5.902, 4.698, 6.036, 0.0, 60.0, 0.0, 68.0, 8.0, 1.0, 1.919, 3.0, 1.0, 0.4242, 0.4524, 0.3131, 0.1919, 0.4242, 0.5859, 0.09091, 0.07071, 0.0, 0.0303, 0.0202, 0.0, 0.0, 0.0101, 3.5, 0.0, 0.5, 1.905, 4.476, 4.108, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 1.39, 1.39, 0.4807, 7.0, 7.0, 2.0, 0.12, 0.71, 0.85, 0.05, 0.0, 0.03, 0.25, 4.0, 0.71, 0.5, 0.59, 0.3898, 2.0, 0.5715, 1.102, 21.09, 2.0, 1.0, 2.109, 0.01365, 0.0, 0.02635, 0.0, 0.0, -3.476E-9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 14.0, 5.0, 60.0, 119.0, 1.983, 0.1526, 0.1172, 1.302, 0.2698, 0.02158, 0.6, 0.4, 144.0, 144.0, 9.465E-12, 29.97, 3.337, 1.036, 0.2963, 0.2963, 0.2358, 0.2358, 0.1345, 1.662, 0.2997, 0.2348, 0.0, 4.0, 15.0, 6.0, 72.0, 58.0, 1.241, 0.1315, 0.1174, 1.12, 0.2488, 0.02106, 0.3333, 0.3333
"D:\AlphaProject\_PythonML\pythonProject\melodies\title\calgames.mid",19.0, 7.0, 3.0, 2.0, 45.0, 0.73, 0.2, 0.07, 5.0, 2.0, 51.0, 6.81, 47.0, 11.0, 0.18, 0.3, 0.6667, 0.7667, 3.0, 3.0, 11.76, 3.501, 1.861, 1.044, -1.02, 0.04836, 5.909, 4.993, 6.621, 0.0, 44.0, 8.0, 42.0, 6.0, 12.0, 8.485, 2.0, 12.0, 0.4141, 0.2195, 0.6465, 0.09091, 0.06061, 0.1212, 0.1111, 0.08081, 0.0, 0.0101, 0.06061, 0.0, 0.4141, 0.1111, 1.75, 0.0, 0.4556, 1.304, 12.03, 3.129, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.649, 2.649, 0.6978, 7.0, 5.0, 1.0, 0.86, 0.91, 0.13, 0.01, 0.0, 0.08, 0.25, 4.0, 0.3775, 0.25, 0.86, 0.05814, 1.0, 0.464, 0.8244, 44.83, 4.348, 1.0, 7.234, 0.005, 0.0, 0.03518, 0.01325, 0.01325, 0.01325, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.0, 0.0, 0.0, 3.0, 10.0, 10.0, 159.0, 120.0, 1.325, 0.1181, 0.1031, 1.145, 0.2212, 0.02426, 0.0, 0.2, 78.0, 77.99, 5.87E-12, 29.04, 3.443, 1.436, 0.2831, 0.2831, 0.3501, 0.3501, 0.1923, 3.077, 0.2866, 0.3485, 0.0, 6.0, 6.0, 6.0, 103.0, 154.0, 1.495, 0.1854, 0.1854, 1.0, 0.3709, 0.03178, 0.0, 0.1667
"D:\AlphaProject\_PythonML\pythonProject\melodies\title\Sgtitle.mid",14.0, 9.0, 5.0, 0.0, 39.0, 0.01, 0.77, 0.22, 4.0, 3.0, 69.0, 5.22, 69.0, 2.0, 0.16, 0.17, 1.0, 0.9412, 3.0, 2.0, 5.131, 3.759, 3.842, -0.2689, 0.1756, 1.077, 19.35, 4.719, 5.019, 0.0, 62.0, 2.0, 72.0, 0.0, 2.0, 3.535, 4.0, 1.0, 0.2929, 0.8966, 0.404, 0.0, 0.2626, 0.5556, 0.2525, 0.0101, 0.0, 0.1313, 0.0, 0.0, 0.0202, 0.0303, 0.0, 0.0, 0.4646, 2.152, 7.543, 6.167, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 0.4309, 0.4309, 0.3027, 9.0, 5.0, 2.0, 0.0, 0.1, 0.89, 0.31, 0.11, 0.05, 0.5, 12.0, 2.12, 1.0, 0.59, 0.339, 2.0, 2.836, 1.185, 12.22, 1.613, 1.0, 1.395, 0.1952, 0.0, 0.6396, 0.002267, 0.002267, 0.002267, 0.4792, 0.4792, 0.4792, 0.4792, 0.4792, 0.4792, 0.0, 0.0, 0.0, 3.0, 4.0, 3.0, 120.0, 40.0, 3.0, 0.3388, 0.3115, 1.088, 0.6503, 0.04355, 0.0, 1.0, 190.0, 190.0, 8.998E-11, 73.28, 1.365, 0.8128, 0.7353, 0.7353, 1.097, 1.097, 0.1579, 4.737, 0.7311, 1.088, 0.0, 4.0, 6.0, 4.0, 190.0, 64.0, 2.969, 0.2594, 0.2385, 1.088, 0.4979, 0.03704, 0.0, 0.5
"D:\AlphaProject\_PythonML\pythonProject\melodies\title\FFL_Main_Theme_(FFL3).mid",17.0, 11.0, 4.0, 2.0, 24.0, 0.0, 0.2, 0.8, 3.0, 2.0, 76.0, 6.05, 74.0, 2.0, 0.19, 0.26, 0.7368, 0.8462, 4.0, 7.0, 5.68, 3.195, 2.679, -0.7342, 0.04694, 1.064, 5.896, 4.854, 6.426, 0.0, 86.0, 2.0, 74.0, 2.0, 0.0, 3.253, 5.0, 1.0, 0.2121, 0.9048, 0.4646, 0.2121, 0.1919, 0.3434, 0.1414, 0.09091, 0.0101, 0.101, 0.07071, 0.0, 0.0101, 0.0202, 1.333, 0.0, 0.4487, 1.857, 7.5, 4.97, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 1.028, 1.028, 0.5093, 7.0, 7.0, 3.0, 0.3, 0.63, 0.63, 0.16, 0.0, 0.07, 0.25, 4.0, 0.915, 0.5, 0.33, 0.9091, 1.0, 0.9409, 1.323, 10.08, 1.754, 1.0, 1.467, 0.01, 0.0, 0.04924, 0.05913, 0.05913, 0.05913, 3.0, 3.0, 0.6389, 0.6389, 0.25, 0.25, 0.8937, 0.8937, 0.0, 5.0, 10.0, 5.0, 120.0, 40.0, 3.0, 0.2008, 0.1721, 1.167, 0.373, 0.0289, 0.0, 0.6, 115.0, 115.0, 5.653E-11, 50.74, 1.971, 0.8112, 0.5059, 0.5059, 0.5096, 0.5096, 0.1304, 2.087, 0.4774, 0.4958, 0.0, 4.0, 9.0, 4.0, 115.0, 58.0, 1.983, 0.2426, 0.1931, 1.256, 0.4356, 0.03108, 0.0, 0.25
"D:\AlphaProject\_PythonML\pythonProject\melodies\title\Tet_Theme_Remix.mid",9.0, 7.0, 5.0, 1.0, 26.0, 0.01, 0.72, 0.27, 4.0, 3.0, 70.0, 5.79, 70.0, 10.0, 0.24, 0.24, 0.7083, 0.75, 2.0, 3.0, 3.526, 3.788, 4.275, 0.8083, -0.9583, 1.074, 11.91, 4.733, 4.583, 0.0, 72.0, 0.0, 72.0, 0.0, 2.0, 2.121, 5.0, 2.0, 0.3434, 0.6471, 0.4242, 0.2222, 0.1818, 0.5253, 0.202, 0.0101, 0.0, 0.0, 0.0202, 0.0, 0.0, 0.0202, 1.0, 0.02, 0.4675, 2.2, 5.914, 4.22, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 1.455, 1.455, 0.09224, 3.0, 4.0, 2.0, 0.11, 0.59, 0.89, 0.0, 0.0, 0.12, 0.25, 1.0, 0.6475, 0.5, 0.48, 0.6042, 2.0, 0.2565, 1.725, 4.945, 1.667, 1.0, 0.9858, 0.01896, 0.01042, 0.01327, 0.0852, 0.0852, 0.0852, 0.5313, 0.5313, 0.3274, 0.3274, 0.2813, 0.2813, 0.1111, 0.1111, 0.0, 4.0, 15.0, 10.0, 69.0, 120.0, 1.739, 0.1167, 0.1139, 1.024, 0.2306, 0.02112, 0.2, 0.1, 90.0, 90.18, 4.316E-11, 45.71, 2.188, 0.7624, 0.4541, 0.4541, 0.1742, 0.1742, 0.1386, 0.6515, 0.4182, 0.1667, 0.0, 6.0, 11.0, 8.0, 52.0, 90.0, 1.731, 0.1391, 0.1358, 1.024, 0.2748, 0.02548, 0.0, 0.125
"D:\AlphaProject\_PythonML\pythonProject\melodies\title\mm2title.mid",16.0, 11.0, 6.0, 0.0, 21.0, 0.0, 0.29, 0.71, 6.0, 3.0, 74.0, 5.33, 78.0, 6.0, 0.14, 0.14, 0.8571, 0.8571, 5.0, 5.0, 4.041, 3.676, 3.168, -0.05197, 0.2693, 0.2178, 6.458, 4.901, 5.576, 0.0, 70.0, 10.0, 80.0, 8.0, 2.0, 3.434, 4.0, 1.0, 0.2929, 0.6552, 0.4141, 0.08081, 0.101, 0.3939, 0.2626, 0.1616, 0.0101, 0.0202, 0.0, 0.0303, 0.0101, 0.0303, 2.714, 0.05, 0.6154, 1.82, 6.6, 5.014, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 1.286, 1.286, NaN, 5.0, 6.0, 1.0, 0.74, 0.79, 0.26, 0.0, 0.0, 0.14, 0.125, 1.5, 0.465, 0.25, 0.72, 0.1528, 4.0, 0.4216, 1.53, 7.644, 2.083, 1.0, 2.656, 0.06896, 0.0625, 0.0459, 0.379, 0.379, 0.379, 13.95, 13.95, 13.95, 13.95, 13.95, 13.95, 0.0, 0.0, 0.0, 0.0, 12.0, 8.0, 46.0, 52.0, 1.13, 0.06485, 0.06485, 1.0, 0.1297, 0.0116, 2.5, 0.25, 80.0, 80.0, 0.0, 58.33, 1.714, 1.547, 0.4795, 0.4795, 1.066, 1.066, 0.04531, 1.017, 0.3622, 0.2695, 0.01, 0.0, 19.0, 7.0, 41.0, 49.0, 1.195, 0.08276, 0.06552, 1.263, 0.1483, 0.0131, 2.143, 0.4286
"D:\AlphaProject\_PythonML\pythonProject\melodies\title\pkc_title.mid",28.0, 11.0, 1.0, 1.0, 50.0, 0.09, 0.47, 0.44, 6.0, 3.0, 68.0, 4.88, 74.0, 2.0, 0.13, 0.22, 0.6154, 0.7273, 14.0, 2.0, 11.28, 3.694, 3.236, -0.6702, 0.7148, 1.335, 7.074, 4.977, 6.561, 0.0, 43.0, 7.0, 43.0, 7.0, 1.0, 6.747, 4.0, 1.0, 0.2424, 0.5833, 0.3737, 0.05051, 0.2424, 0.3838, 0.1616, 0.101, 0.0, 0.06061, 0.0, 0.07071, 0.0202, 0.1515, 1.286, 0.07, 0.5319, 2.0, 13.4, 6.281, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 0.9456, 0.9456, 0.4032, 7.0, 8.0, 2.0, 0.35, 0.54, 0.63, 0.16, 0.0, 0.22, 0.25, 4.0, 0.8475, 0.25, 0.35, 0.5429, 1.0, 0.7255, 1.437, 8.954, 1.695, 1.0, 1.277, 0.015, 0.0, 0.05603, 0.2128, 0.2128, 0.2128, 3.0, 3.0, 1.023, 1.023, 0.5, 0.5, 0.895, 0.895, 0.0, 4.0, 13.0, 9.0, 60.0, 120.0, 2.0, 0.1481, 0.1296, 1.143, 0.2778, 0.02358, 0.0, 0.3333, 140.0, 140.0, 5.144E-12, 45.32, 2.206, 1.001, 0.4415, 0.4415, 0.4289, 0.4289, 0.1071, 1.714, 0.3568, 0.306, 0.0, 4.0, 16.0, 10.0, 70.0, 140.0, 2.0, 0.1296, 0.1134, 1.143, 0.2429, 0.02174, 0.0, 0.2
"D:\AlphaProject\_PythonML\pythonProject\melodies\title\Lostlevel's.mid",15.0, 9.0, 2.0, 2.0, 34.0, 0.0, 0.02, 0.98, 2.0, 2.0, 86.0, 3.89, 89.0, 3.0, 0.31, 0.37, 0.9677, 0.8919, 2.0, 2.0, 5.139, 2.335, 3.396, -0.3912, 1.143, -0.6449, 11.87, 6.633, 7.467, 0.0, 65.0, 5.0, 84.0, 0.0, 2.0, 4.394, 1.0, 1.0, 0.5859, 0.1379, 0.1919, 0.0404, 0.06061, 0.6465, 0.1212, 0.0101, 0.0202, 0.0, 0.05051, 0.0202, 0.0, 0.09091, 2.0, 0.02, 0.5684, 1.319, 5.917, 2.686, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 0.9175, 0.9175, 0.7907, 8.0, 8.0, 1.0, 0.5, 0.62, 0.43, 0.17, 0.0, 0.12, 0.125, 4.0, 0.805, 0.125, 0.5, 1.0, 0.0, 0.9907, 0.9236, 8.876, 2.564, 1.0, 4.109, 0.05994, 0.03056, 0.05731, 0.2731, 0.2731, 0.2731, 1.967, 1.967, 0.9921, 0.9921, 0.925, 0.925, 0.4937, 0.4937, 0.0, 0.0, 18.0, 13.0, 130.0, 156.0, 1.2, 0.09893, 0.08824, 1.121, 0.1872, 0.01862, 0.07692, 0.1538, 117.0, 117.2, 5.446E-11, 55.8, 1.792, 1.355, 0.5579, 0.5579, 0.6568, 0.6568, 0.07538, 2.008, 0.4056, 0.4855, 0.5, 0.0, 18.0, 13.0, 127.0, 109.0, 1.165, 0.09946, 0.08602, 1.156, 0.1855, 0.0185, 0.07692, 0.07692
