,Number_of_Pitches,Number_of_Pitch_Classes,Number_of_Common_Pitches,Number_of_Common_Pitch_Classes,Range,Importance_of_Bass_Register,Importance_of_Middle_Register,Importance_of_High_Register,Dominant_Spread,Strong_Tonal_Centres,Mean_Pitch,Mean_Pitch_Class,Most_Common_Pitch,Most_Common_Pitch_Class,Prevalence_of_Most_Common_Pitch,Prevalence_of_Most_Common_Pitch_Class,Relative_Prevalence_of_Top_Pitches,Relative_Prevalence_of_Top_Pitch_Classes,Interval_Between_Most_Prevalent_Pitches,Interval_Between_Most_Prevalent_Pitch_Classes,Pitch_Variability,Pitch_Class_Variability,Pitch_Class_Variability_After_Folding,Pitch_Skewness,Pitch_Class_Skewness,Pitch_Class_Skewness_After_Folding,Pitch_Kurtosis,Pitch_Class_Kurtosis,Pitch_Class_Kurtosis_After_Folding,Major_or_Minor,First_Pitch,First_Pitch_Class,Last_Pitch,Last_Pitch_Class,Most_Common_Melodic_Interval,Mean_Melodic_Interval,Number_of_Common_Melodic_Intervals,Distance_Between_Most_Prevalent_Melodic_Intervals,Prevalence_of_Most_Common_Melodic_Interval,Relative_Prevalence_of_Most_Common_Melodic_Intervals,Amount_of_Arpeggiation,Repeated_Notes,Chromatic_Motion,Stepwise_Motion,Melodic_Thirds,Melodic_Perfect_Fourths,Melodic_Tritones,Melodic_Perfect_Fifths,Melodic_Sixths,Melodic_Sevenths,Melodic_Octaves,Melodic_Large_Intervals,Minor_Major_Melodic_Third_Ratio,Melodic_Embellishments,Direction_of_Melodic_Motion,Average_Length_of_Melodic_Arcs,Average_Interval_Spanned_by_Melodic_Arcs,Melodic_Pitch_Variety,Simple_Initial_Meter,Compound_Initial_Meter,Complex_Initial_Meter,Duple_Initial_Meter,Triple_Initial_Meter,Quadruple_Initial_Meter,Metrical_Diversity,Total_Number_of_Notes,Note_Density_per_Quarter_Note,Note_Density_per_Quarter_Note_per_Voice,Note_Density_per_Quarter_Note_Variability,Range_of_Rhythmic_Values,Number_of_Different_Rhythmic_Values_Present,Number_of_Common_Rhythmic_Values_Present,Prevalence_of_Very_Short_Rhythmic_Values,Prevalence_of_Short_Rhythmic_Values,Prevalence_of_Medium_Rhythmic_Values,Prevalence_of_Long_Rhythmic_Values,Prevalence_of_Very_Long_Rhythmic_Values,Prevalence_of_Dotted_Notes,Shortest_Rhythmic_Value,Longest_Rhythmic_Value,Mean_Rhythmic_Value,Most_Common_Rhythmic_Value,Prevalence_of_Most_Common_Rhythmic_Value,Relative_Prevalence_of_Most_Common_Rhythmic_Values,Difference_Between_Most_Common_Rhythmic_Values,Rhythmic_Value_Variability,Rhythmic_Value_Skewness,Rhythmic_Value_Kurtosis,Mean_Rhythmic_Value_Run_Length,Median_Rhythmic_Value_Run_Length,Variability_in_Rhythmic_Value_Run_Lengths,Mean_Rhythmic_Value_Offset,Median_Rhythmic_Value_Offset,Variability_of_Rhythmic_Value_Offsets,Complete_Rests_Fraction,Partial_Rests_Fraction,Average_Rest_Fraction_Across_Voices,Longest_Complete_Rest,Longest_Partial_Rest,Mean_Complete_Rest_Duration,Mean_Partial_Rest_Duration,Median_Complete_Rest_Duration,Median_Partial_Rest_Duration,Variability_of_Complete_Rest_Durations,Variability_of_Partial_Rest_Durations,Variability_Across_Voices_of_Combined_Rests,Number_of_Strong_Rhythmic_Pulses_-_Tempo_Standardized,Number_of_Moderate_Rhythmic_Pulses_-_Tempo_Standardized,Number_of_Relatively_Strong_Rhythmic_Pulses_-_Tempo_Standardized,Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Second_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Harmonicity_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Strength_of_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Strength_of_Second_Strongest_Rhythmic_Pulse_-_Tempo_Standardized,Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Combined_Strength_of_Two_Strongest_Rhythmic_Pulses_-_Tempo_Standardized,Rhythmic_Variability_-_Tempo_Standardized,Rhythmic_Looseness_-_Tempo_Standardized,Polyrhythms_-_Tempo_Standardized,Initial_Tempo,Mean_Tempo,Tempo_Variability,Duration_in_Seconds,Note_Density,Note_Density_Variability,Average_Time_Between_Attacks,Average_Time_Between_Attacks_for_Each_Voice,Variability_of_Time_Between_Attacks,Average_Variability_of_Time_Between_Attacks_for_Each_Voice,Minimum_Note_Duration,Maximum_Note_Duration,Average_Note_Duration,Variability_of_Note_Durations,Amount_of_Staccato,Number_of_Strong_Rhythmic_Pulses,Number_of_Moderate_Rhythmic_Pulses,Number_of_Relatively_Strong_Rhythmic_Pulses,Strongest_Rhythmic_Pulse,Second_Strongest_Rhythmic_Pulse,Harmonicity_of_Two_Strongest_Rhythmic_Pulses,Strength_of_Strongest_Rhythmic_Pulse,Strength_of_Second_Strongest_Rhythmic_Pulse,Strength_Ratio_of_Two_Strongest_Rhythmic_Pulses,Combined_Strength_of_Two_Strongest_Rhythmic_Pulses,Rhythmic_Variability,Rhythmic_Looseness,Polyrhythms
"D:\AlphaProject\_PythonML\pythonProject\melodies\battle\do1_lbt.mid",23.0, 10.0, 2.0, 2.0, 52.0, 0.4, 0.38, 0.22, 2.0, 2.0, 56.0, 7.24, 35.0, 11.0, 0.21, 0.27, 0.5714, 0.8148, 31.0, 5.0, 17.77, 3.358, 2.912, -0.4929, 0.2144, 0.3296, 4.651, 5.497, 5.867, 0.0, 59.0, 11.0, 78.0, 6.0, 1.0, 8.091, 4.0, 2.0, 0.2626, 0.5385, 0.3232, 0.101, 0.2626, 0.3636, 0.202, 0.06061, 0.0, 0.0202, 0.0202, 0.0, 0.0, 0.2323, 2.333, 0.0, 0.4719, 3.296, 29.48, 6.536, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 1.329, 1.329, 0.8747, 8.0, 7.0, 2.0, 0.3, 0.79, 0.66, 0.04, 0.02, 0.13, 0.25, 6.0, 0.6625, 0.5, 0.49, 0.6122, 1.0, 0.88, 0.554, 33.24, 2.174, 1.0, 2.014, 0.05325, 0.025, 0.113, 0.1635, 0.1635, 0.1635, 6.0, 6.0, 0.5412, 0.5412, 0.15, 0.15, 1.352, 1.352, 0.0, 5.0, 11.0, 5.0, 120.0, 40.0, 3.0, 0.1624, 0.16, 1.015, 0.3224, 0.02738, 0.0, 0.6, 120.0, 120.0, 0.0, 37.61, 2.659, 1.882, 0.3474, 0.3474, 0.4167, 0.4167, 0.1125, 2.6, 0.3146, 0.3892, 0.0, 5.0, 11.0, 5.0, 120.0, 40.0, 3.0, 0.1624, 0.16, 1.015, 0.3224, 0.02738, 0.0, 0.6
"D:\AlphaProject\_PythonML\pythonProject\melodies\battle\MML2_Klaymore_Battle.mid",4.0, 4.0, 3.0, 3.0, 8.0, 0.0, 0.42, 0.58, 2.0, 2.0, 74.0, 7.56, 71.0, 11.0, 0.4, 0.4, 0.75, 0.75, 5.0, 7.0, 3.379, 3.141, 1.732, -1.101, 0.5349, -0.9007, 4.512, 4.963, 4.964, 0.0, 76.0, 4.0, 76.0, 4.0, 0.0, 3.636, 3.0, 5.0, 0.4343, 0.6047, 0.4747, 0.4343, 0.0, 0.0, 0.0202, 0.2626, 0.0, 0.0202, 0.2626, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 1.018, 6.455, 3.052, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.606, 2.606, 0.05899, 3.0, 3.0, 1.0, 0.84, 0.98, 0.16, 0.0, 0.0, 0.02, 0.125, 0.75, 0.19, 0.125, 0.84, 1.0, 0.0, 0.1533, 1.272, 9.452, 3.226, 1.0, 2.499, 0.0025, 0.0, 0.01759, 0.5114, 0.5114, 0.5114, 1.0, 1.0, 0.2066, 0.2066, 0.125, 0.125, 0.2478, 0.2478, 0.0, 5.0, 10.0, 10.0, 40.0, 44.0, 1.1, 0.1307, 0.1188, 1.1, 0.2496, 0.02463, 0.0, 0.4, 135.0, 135.4, 6.224E-12, 17.01, 5.881, 0.6676, 0.1707, 0.1707, 0.1585, 0.1585, 0.05539, 0.277, 0.08309, 0.0642, 0.84, 3.0, 11.0, 11.0, 46.0, 50.0, 1.087, 0.1181, 0.1074, 1.1, 0.2255, 0.02337, 0.0, 0.3636
"D:\AlphaProject\_PythonML\pythonProject\melodies\battle\FF5_b16.mid",12.0, 10.0, 2.0, 1.0, 51.0, 0.66, 0.0, 0.34, 2.0, 1.0, 47.0, 5.4, 31.0, 7.0, 0.48, 0.5, 0.3333, 0.32, 5.0, 7.0, 21.53, 2.843, 3.379, 1.655, -1.689, 1.563, 4.653, 5.877, 7.075, 0.0, 45.0, 9.0, 77.0, 5.0, 0.0, 8.404, 2.0, 1.0, 0.6465, 0.1719, 0.6566, 0.6465, 0.1111, 0.1313, 0.0101, 0.0, 0.0202, 0.0, 0.0, 0.0, 0.0, 0.1919, 0.0, 0.01, 0.3429, 1.522, 35.96, 2.5, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 0.7576, 0.7576, 0.4846, 10.0, 7.0, 2.0, 0.38, 0.38, 0.52, 0.24, 0.02, 0.35, 0.25, 12.0, 1.19, 0.25, 0.38, 0.8947, 2.0, 1.669, 0.7907, 25.68, 1.099, 1.0, 0.4231, 0.1018, 0.075, 0.3944, 0.07191, 0.07191, 0.07191, 4.0, 4.0, 1.74, 1.74, 1.342, 1.342, 1.274, 1.274, 0.0, 4.0, 8.0, 8.0, 120.0, 60.0, 2.0, 0.2014, 0.198, 1.017, 0.3993, 0.02945, 0.0, 0.375, 162.0, 162.0, 5.315E-12, 48.89, 2.046, 1.235, 0.472, 0.472, 0.726, 0.726, 0.1204, 5.923, 0.4537, 0.721, 0.0, 4.0, 10.0, 10.0, 161.0, 81.0, 1.988, 0.1662, 0.1634, 1.017, 0.3296, 0.02657, 0.0, 0.1
"D:\AlphaProject\_PythonML\pythonProject\melodies\battle\7sboss.mid",18.0, 12.0, 3.0, 1.0, 48.0, 0.03, 0.59, 0.38, 2.0, 3.0, 72.0, 5.46, 69.0, 9.0, 0.42, 0.43, 0.4048, 0.4186, 3.0, 9.0, 7.416, 3.743, 2.201, 0.07282, -0.4328, -0.08178, 13.42, 4.58, 8.278, 0.0, 78.0, 6.0, 76.0, 4.0, 0.0, 2.687, 2.0, 1.0, 0.7475, 0.1622, 0.7778, 0.7475, 0.1212, 0.1313, 0.0101, 0.0101, 0.0, 0.0101, 0.0202, 0.0, 0.0101, 0.06061, 0.0, 0.0, 0.32, 2.5, 25.9, 1.259, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 1.088, 1.088, 0.6146, 10.0, 8.0, 2.0, 0.21, 0.8, 0.73, 0.1, 0.01, 0.06, 0.125, 8.0, 0.7538, 0.5, 0.59, 0.339, 1.0, 0.9732, 0.7822, 37.74, 2.381, 2.0, 2.498, 0.1133, 0.125, 0.04993, 0.2712, 0.2712, 0.2712, 4.0, 4.0, 0.3143, 0.3143, 0.125, 0.125, 0.4744, 0.4744, 0.0, 3.0, 14.0, 5.0, 60.0, 120.0, 2.0, 0.1934, 0.1934, 1.0, 0.3867, 0.02739, 0.0, 0.4, 271.0, 271.0, 1.597E-10, 20.34, 4.916, 2.252, 0.1952, 0.1952, 0.2184, 0.2184, 0.0369, 1.845, 0.1482, 0.2183, 0.8, 0.0, 18.0, 11.0, 136.0, 46.0, 2.957, 0.09984, 0.09672, 1.032, 0.1966, 0.01809, 0.0, 0.1818
"D:\AlphaProject\_PythonML\pythonProject\melodies\battle\do2_bt.mid",17.0, 10.0, 1.0, 1.0, 62.0, 0.08, 0.11, 0.81, 3.0, 1.0, 73.0, 5.81, 76.0, 4.0, 0.36, 0.39, 0.2222, 0.4103, 43.0, 5.0, 12.87, 2.919, 2.512, -0.5572, 1.86, 0.5136, 11.86, 5.226, 7.37, 0.0, 76.0, 4.0, 74.0, 2.0, 0.0, 5.96, 6.0, 3.0, 0.1919, 0.8947, 0.4646, 0.1919, 0.1414, 0.2828, 0.2626, 0.101, 0.0404, 0.0101, 0.0202, 0.0, 0.0, 0.09091, 1.889, 0.0, 0.5125, 1.905, 13.98, 3.829, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 1.339, 1.339, 0.4588, 7.0, 7.0, 3.0, 0.58, 0.59, 0.38, 0.07, 0.0, 0.08, 0.125, 3.0, 0.64, 0.25, 0.42, 0.7143, 3.0, 0.6545, 1.787, 11.1, 2.439, 2.0, 1.924, 0.07608, 0.05, 0.08897, 0.1616, 0.1616, 0.1616, 4.0, 4.0, 0.2613, 0.2613, 0.1, 0.1, 0.6419, 0.6419, 0.0, 2.0, 11.0, 9.0, 120.0, 60.0, 2.0, 0.1699, 0.1218, 1.395, 0.2917, 0.02361, 0.0, 0.3333, 120.0, 120.0, 0.0, 37.34, 2.678, 0.9499, 0.355, 0.355, 0.3546, 0.3546, 0.04167, 1.725, 0.313, 0.3518, 0.24, 2.0, 11.0, 9.0, 120.0, 60.0, 2.0, 0.1699, 0.1218, 1.395, 0.2917, 0.02361, 0.0, 0.3333
"D:\AlphaProject\_PythonML\pythonProject\melodies\battle\ffl3_bt2.mid",26.0, 12.0, 2.0, 1.0, 27.0, 0.0, 0.16, 0.84, 1.0, 3.0, 80.0, 5.7, 82.0, 4.0, 0.09, 0.2, 1.0, 0.6, 6.0, 6.0, 7.118, 3.283, 3.376, -0.6996, 0.6397, 0.3021, 5.941, 5.087, 5.011, 0.0, 76.0, 4.0, 89.0, 5.0, 3.0, 4.98, 2.0, 4.0, 0.596, 0.2034, 0.8485, 0.0101, 0.0, 0.0303, 0.6263, 0.0, 0.08081, 0.1212, 0.0202, 0.06061, 0.0101, 0.0404, 19.67, 0.0, 0.7449, 2.042, 10.08, 11.8, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 2.327, 2.327, 1.257, 6.0, 4.0, 1.0, 0.95, 0.95, 0.04, 0.01, 0.0, 0.02, 0.25, 3.0, 0.3125, 0.25, 0.95, 0.03158, 3.0, 0.3245, 0.5779, 56.19, 14.29, 2.0, 24.04, 0.0485, 0.05, 0.04896, 0.3252, 0.3252, 0.3252, 4.05, 4.05, 1.065, 1.065, 0.3, 0.3, 1.589, 1.589, 0.0, 4.0, 10.0, 10.0, 120.0, 160.0, 1.333, 0.1098, 0.1098, 1.0, 0.2197, 0.02428, 0.0, 0.3, 120.0, 120.0, 0.0, 21.49, 4.654, 3.081, 0.1947, 0.1947, 0.2968, 0.2968, 0.1, 1.7, 0.145, 0.187, 0.44, 4.0, 10.0, 10.0, 120.0, 160.0, 1.333, 0.1098, 0.1098, 1.0, 0.2197, 0.02428, 0.0, 0.3
"D:\AlphaProject\_PythonML\pythonProject\melodies\battle\FF5_battl.mid",14.0, 10.0, 5.0, 1.0, 19.0, 0.0, 0.23, 0.77, 6.0, 2.0, 76.0, 5.36, 69.0, 9.0, 0.18, 0.24, 0.9444, 0.7917, 7.0, 5.0, 5.216, 3.592, 2.481, 0.3681, 0.3007, 0.09674, 5.267, 4.882, 8.918, 0.0, 69.0, 9.0, 74.0, 2.0, 0.0, 2.515, 4.0, 1.0, 0.3535, 0.5143, 0.5354, 0.3535, 0.1818, 0.3333, 0.09091, 0.1212, 0.0, 0.0202, 0.0101, 0.0, 0.05051, 0.0202, 3.5, 0.0, 0.5625, 1.6, 6.1, 3.123, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 1.752, 1.752, 1.022, 6.0, 6.0, 2.0, 0.65, 0.78, 0.34, 0.03, 0.0, 0.03, 0.25, 3.0, 0.4975, 0.25, 0.65, 0.2615, 3.0, 0.4612, 1.61, 15.6, 4.348, 2.0, 6.478, 0.0, 0.0, 0.0, 0.1285, 0.1285, 0.1285, 1.5, 1.5, 0.386, 0.386, 0.25, 0.25, 0.3416, 0.3416, 0.0, 5.0, 10.0, 10.0, 120.0, 60.0, 2.0, 0.1507, 0.1311, 1.149, 0.2818, 0.02467, 0.0, 0.3, 160.0, 160.0, 0.0, 21.41, 4.672, 2.443, 0.2087, 0.2087, 0.1975, 0.1975, 0.09375, 1.125, 0.1866, 0.173, 0.65, 2.0, 13.0, 13.0, 159.0, 80.0, 1.988, 0.119, 0.1036, 1.149, 0.2226, 0.02111, 0.0, 0.2308
"D:\AlphaProject\_PythonML\pythonProject\melodies\battle\fm3_final.mid",27.0, 10.0, 2.0, 1.0, 51.0, 0.06, 0.47, 0.47, 2.0, 3.0, 73.0, 4.16, 60.0, 0.0, 0.21, 0.32, 0.4286, 0.4375, 7.0, 7.0, 14.62, 4.027, 3.832, 0.3859, 0.8642, 1.315, 5.14, 4.971, 5.208, 0.0, 71.0, 11.0, 83.0, 11.0, 0.0, 10.97, 3.0, 2.0, 0.2222, 0.5909, 0.4242, 0.2222, 0.08081, 0.2121, 0.05051, 0.101, 0.0, 0.08081, 0.0101, 0.0303, 0.0404, 0.2525, 1.5, 0.0, 0.5584, 1.638, 22.55, 5.281, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 0.6864, 0.6864, NaN, 10.0, 9.0, 1.0, 0.59, 0.65, 0.31, 0.21, 0.05, 0.08, 0.25, 12.0, 1.143, 0.25, 0.59, 0.1864, 5.0, 1.964, 1.363, 18.56, 2.703, 1.0, 9.018, 0.0355, 0.0, 0.2057, 0.239, 0.239, 0.239, 10.0, 10.0, 0.6696, 0.6696, 0.25, 0.25, 1.455, 1.455, 0.0, 4.0, 13.0, 10.0, 60.0, 120.0, 2.0, 0.1509, 0.1294, 1.167, 0.2803, 0.02366, 0.0, 0.2, 148.0, 148.0, 3.638E-11, 59.06, 1.693, 1.949, 0.5774, 0.5774, 1.025, 1.025, 0.1014, 4.054, 0.4495, 0.7486, 0.0, 3.0, 17.0, 13.0, 74.0, 147.0, 1.986, 0.1236, 0.106, 1.167, 0.2296, 0.02037, 0.07692, 0.2308
"D:\AlphaProject\_PythonML\pythonProject\melodies\battle\gb1.mid",19.0, 12.0, 3.0, 1.0, 50.0, 0.03, 0.25, 0.72, 4.0, 2.0, 74.0, 5.62, 79.0, 7.0, 0.19, 0.29, 0.6842, 0.4483, 2.0, 2.0, 9.251, 3.094, 4.006, -0.694, -1.338, 1.153, 13.59, 5.431, 4.772, 0.0, 67.0, 7.0, 62.0, 2.0, 2.0, 3.525, 3.0, 1.0, 0.5051, 0.34, 0.2323, 0.1212, 0.1717, 0.6768, 0.0202, 0.07071, 0.0, 0.0303, 0.0, 0.0, 0.0404, 0.0404, 0.0, 0.0, 0.4713, 2.417, 9.083, 4.931, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 0.6874, 0.6874, 0.3983, 8.0, 8.0, 3.0, 0.05, 0.46, 0.79, 0.33, 0.02, 0.22, 0.25, 6.0, 1.367, 0.5, 0.41, 0.4146, 4.0, 1.324, 1.399, 8.212, 1.961, 2.0, 1.199, 0.04, 0.0, 0.1089, 0.07378, 0.07378, 0.07378, 3.992, 3.992, 1.789, 1.789, 2.5, 2.5, 1.451, 1.451, 0.0, 5.0, 12.0, 6.0, 60.0, 120.0, 2.0, 0.2011, 0.1839, 1.094, 0.3851, 0.02796, 0.0, 0.5, 120.0, 120.0, 0.0, 72.74, 1.375, 0.7176, 0.7281, 0.7281, 0.7154, 0.7154, 0.125, 3.25, 0.6738, 0.6748, 0.0, 5.0, 12.0, 6.0, 60.0, 120.0, 2.0, 0.2011, 0.1839, 1.094, 0.3851, 0.02796, 0.0, 0.5
"D:\AlphaProject\_PythonML\pythonProject\melodies\battle\b2-batl.mid",20.0, 11.0, 4.0, 1.0, 37.0, 0.34, 0.2, 0.46, 7.0, 2.0, 65.0, 5.21, 76.0, 4.0, 0.18, 0.26, 0.6667, 0.5385, 28.0, 4.0, 13.44, 3.415, 2.242, -0.6855, 1.063, 0.3077, 4.56, 5.184, 7.268, 0.0, 76.0, 4.0, 81.0, 9.0, 0.0, 10.39, 2.0, 2.0, 0.2929, 0.5517, 0.4242, 0.2929, 0.07071, 0.2323, 0.06061, 0.0101, 0.0, 0.05051, 0.0, 0.0101, 0.0, 0.3434, 0.0, 0.0, 0.6286, 1.591, 22.61, 3.81, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 0.7964, 0.7964, 0.5313, 8.0, 6.0, 2.0, 0.0, 0.68, 0.96, 0.2, 0.04, 0.08, 0.5, 8.0, 1.09, 0.5, 0.68, 0.2353, 4.0, 1.355, 1.307, 21.39, 4.0, 4.0, 3.109, 0.05375, 0.04167, 0.1332, 0.1435, 0.1435, 0.1435, 4.0, 4.0, 0.5114, 0.5114, 0.25, 0.25, 0.9378, 0.9378, 0.0, 1.0, 22.0, 8.0, 60.0, 118.0, 1.967, 0.1301, 0.09294, 1.4, 0.223, 0.01739, 0.0, 0.25, 120.0, 120.0, 0.0, 62.78, 1.593, 0.9869, 0.6012, 0.6012, 0.7388, 0.7388, 0.2292, 3.99, 0.5377, 0.7188, 0.0, 1.0, 22.0, 8.0, 60.0, 118.0, 1.967, 0.1301, 0.09294, 1.4, 0.223, 0.01739, 0.0, 0.25
"D:\AlphaProject\_PythonML\pythonProject\melodies\battle\ff1battl.mid",17.0, 10.0, 5.0, 1.0, 24.0, 0.2, 0.8, 0.0, 3.0, 4.0, 58.0, 5.44, 55.0, 7.0, 0.2, 0.21, 0.65, 0.7143, 2.0, 4.0, 4.637, 2.917, 3.905, 0.7246, -0.5758, 1.598, 5.767, 5.111, 4.613, 0.0, 51.0, 3.0, 54.0, 6.0, 1.0, 2.859, 4.0, 1.0, 0.2727, 0.7407, 0.4444, 0.1515, 0.2727, 0.4747, 0.1919, 0.0202, 0.0101, 0.06061, 0.0404, 0.0202, 0.0202, 0.0101, 2.8, 0.0, 0.4762, 2.625, 8.75, 5.535, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 1.14, 1.14, 0.5763, 9.0, 8.0, 2.0, 0.22, 0.72, 0.75, 0.07, 0.02, 0.19, 0.125, 6.0, 0.825, 0.5, 0.5, 0.34, 3.0, 0.9614, 1.014, 22.59, 2.941, 2.0, 3.437, 0.0275, 0.0, 0.1488, 0.09106, 0.09106, 0.09106, 2.5, 2.5, 1.313, 1.313, 1.5, 1.5, 1.005, 1.005, 0.0, 5.0, 12.0, 5.0, 80.0, 40.0, 2.0, 0.1728, 0.1667, 1.037, 0.3395, 0.02729, 0.0, 0.4, 160.0, 160.0, 0.0, 32.9, 3.039, 1.46, 0.3215, 0.3215, 0.3501, 0.3501, 0.04297, 1.875, 0.2991, 0.3155, 0.22, 7.0, 14.0, 7.0, 107.0, 54.0, 1.981, 0.1353, 0.1304, 1.037, 0.2657, 0.02409, 0.0, 0.1429
"D:\AlphaProject\_PythonML\pythonProject\melodies\battle\Mnbossbt.mid",14.0, 6.0, 3.0, 1.0, 35.0, 0.0, 0.68, 0.32, 4.0, 2.0, 71.0, 6.92, 69.0, 9.0, 0.24, 0.41, 0.5833, 0.439, 5.0, 5.0, 7.625, 2.766, 3.034, 0.8341, -2.256, 1.147, 6.463, 4.976, 6.705, 0.0, 93.0, 9.0, 69.0, 9.0, 2.0, 3.354, 5.0, 1.0, 0.2727, 0.7778, 0.404, 0.1212, 0.2121, 0.4848, 0.1717, 0.08081, 0.0202, 0.0, 0.0, 0.0101, 0.101, 0.0101, 0.7, 0.0, 0.4253, 1.526, 5.789, 3.48, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 3.15, 3.15, 0.09406, 2.0, 3.0, 1.0, 0.93, 0.99, 0.07, 0.0, 0.0, 0.01, 0.25, 0.75, 0.27, 0.25, 0.93, 0.06452, 1.0, 0.07687, 0.7805, 24.57, 7.143, 3.0, 12.94, 0.0, 0.0, 0.0, 0.1496, 0.1496, 0.1496, 1.5, 1.5, 0.5278, 0.5278, 0.25, 0.25, 0.5512, 0.5512, 0.0, 4.0, 10.0, 10.0, 120.0, 160.0, 1.333, 0.111, 0.1068, 1.039, 0.2178, 0.02425, 0.0, 0.3, 168.0, 168.0, 3.49E-11, 11.34, 8.819, 1.168, 0.1129, 0.1129, 0.08149, 0.08149, 0.08929, 0.2679, 0.09643, 0.02745, 0.93, 0.0, 14.0, 14.0, 168.0, 112.0, 1.5, 0.08008, 0.07608, 1.053, 0.1562, 0.02022, 0.0, 0.4286
"D:\AlphaProject\_PythonML\pythonProject\melodies\battle\Btcvbtl1.mid",25.0, 10.0, 1.0, 0.0, 67.0, 0.02, 0.3, 0.68, 4.0, 4.0, 80.0, 6.18, 83.0, 11.0, 0.11, 0.2, 0.7273, 0.65, 14.0, 11.0, 11.52, 3.767, 2.841, -0.6924, -0.6531, -0.1056, 9.16, 5.029, 5.93, 0.0, 80.0, 8.0, 91.0, 7.0, 1.0, 4.535, 4.0, 1.0, 0.2525, 0.88, 0.4242, 0.08081, 0.2525, 0.4747, 0.2222, 0.0202, 0.0101, 0.101, 0.0101, 0.0, 0.0202, 0.06061, 2.143, 0.0, 0.5165, 1.655, 8.036, 4.531, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 1.45, 1.45, 1.073, 5.0, 6.0, 1.0, 0.58, 0.69, 0.42, 0.13, 0.0, 0.17, 0.25, 2.0, 0.6425, 0.25, 0.58, 0.2241, 5.0, 0.6178, 1.906, 6.688, 2.326, 1.0, 3.227, 0.07813, 0.04167, 0.1094, 0.06222, 0.06222, 0.06222, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 10.0, 10.0, 48.0, 160.0, 3.333, 0.1307, 0.1216, 1.075, 0.2523, 0.024, 0.0, 0.2, 136.0, 136.0, 2.416E-12, 30.43, 3.286, 2.135, 0.3043, 0.3043, 0.3186, 0.3186, 0.08272, 1.085, 0.2854, 0.3167, 0.58, 2.0, 11.0, 11.0, 55.0, 181.0, 3.291, 0.12, 0.1116, 1.075, 0.2316, 0.02288, 0.0, 0.1818
"D:\AlphaProject\_PythonML\pythonProject\melodies\battle\ffaboss.mid",16.0, 8.0, 6.0, 2.0, 23.0, 0.0, 0.12, 0.88, 4.0, 3.0, 83.0, 5.55, 86.0, 11.0, 0.16, 0.21, 0.9375, 0.9524, 1.0, 9.0, 6.547, 3.732, 2.075, -0.7744, -0.3618, -0.8531, 5.567, 4.778, 5.649, 0.0, 74.0, 2.0, 91.0, 7.0, 2.0, 2.636, 4.0, 1.0, 0.3939, 0.5385, 0.2525, 0.09091, 0.2121, 0.6061, 0.09091, 0.1111, 0.0, 0.06061, 0.0303, 0.0, 0.0101, 0.0, 8.0, 0.0, 0.5333, 1.875, 5.396, 4.442, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 100.0, 1.739, 1.739, 1.02, 6.0, 5.0, 3.0, 0.53, 0.72, 0.43, 0.04, 0.0, 0.28, 0.25, 3.0, 0.5875, 0.25, 0.53, 0.3585, 1.0, 0.6076, 1.666, 14.26, 2.5, 2.0, 4.546, 0.02042, 0.0, 0.09843, 0.01377, 0.01377, 0.01377, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.0, 0.0, 0.0, 2.0, 10.0, 10.0, 60.0, 160.0, 2.667, 0.1267, 0.1018, 1.244, 0.2285, 0.0232, 0.0, 0.2, 145.0, 145.0, 2.385E-11, 23.79, 4.203, 1.466, 0.2361, 0.2361, 0.2193, 0.2193, 0.09483, 1.034, 0.2347, 0.2196, 0.02, 1.0, 12.0, 12.0, 73.0, 42.0, 1.738, 0.1052, 0.08604, 1.222, 0.1912, 0.02116, 0.0, 0.1667
