,Average_Note_Duration
"F:\AlphaProject\_PythonML\MidiGAN\melodies\title\DKCountry2_Title.mid",0.1838
"F:\AlphaProject\_PythonML\MidiGAN\melodies\title\03-TitleScreen.mid",0.2211
"F:\AlphaProject\_PythonML\MidiGAN\melodies\title\metroid_intro_working_progress.mid",0.1198
"F:\AlphaProject\_PythonML\MidiGAN\melodies\title\Battletoads.mid",0.2134
"F:\AlphaProject\_PythonML\MidiGAN\melodies\title\felixttl.mid",0.2107
"F:\AlphaProject\_PythonML\MidiGAN\melodies\title\d64title.mid",0.1084
"F:\AlphaProject\_PythonML\MidiGAN\melodies\title\Kdltitl2.mid",0.1549
"F:\AlphaProject\_PythonML\MidiGAN\melodies\title\_Title_YSW.mid",0.2641
"F:\AlphaProject\_PythonML\MidiGAN\melodies\title\Metroid2Title.mid",0.4478
"F:\AlphaProject\_PythonML\MidiGAN\melodies\title\mm6-title.mid",0.2858
"F:\AlphaProject\_PythonML\MidiGAN\melodies\title\Mm5title.mid",0.237
"F:\AlphaProject\_PythonML\MidiGAN\melodies\title\GokujyoParodius_TitleScreen.mid",0.2428
"F:\AlphaProject\_PythonML\MidiGAN\melodies\title\T_StreetFighter2_MainTheme.mid",0.2017
"F:\AlphaProject\_PythonML\MidiGAN\melodies\title\kbb-title.mid",0.2958
"F:\AlphaProject\_PythonML\MidiGAN\melodies\title\uninvit1.mid",0.2848
"F:\AlphaProject\_PythonML\MidiGAN\melodies\title\z2title.mid",0.522
"F:\AlphaProject\_PythonML\MidiGAN\melodies\title\Turok2gbtitle_Jazz_remix.mid",0.2038
"F:\AlphaProject\_PythonML\MidiGAN\melodies\title\Syphon_Filter_2_Title_DW.mid",0.3774
"F:\AlphaProject\_PythonML\MidiGAN\melodies\title\jet_moto_2_title.mid",0.6046
"F:\AlphaProject\_PythonML\MidiGAN\melodies\title\Mega_Bomberman_Title_Theme_dw.mid",0.1215
"F:\AlphaProject\_PythonML\MidiGAN\melodies\title\kdikarus.mid",0.121
"F:\AlphaProject\_PythonML\MidiGAN\melodies\title\HiryunoKenGF_Title.mid",0.2633
"F:\AlphaProject\_PythonML\MidiGAN\melodies\title\psivdnc_rmx_ztp.mid",0.1154
"F:\AlphaProject\_PythonML\MidiGAN\melodies\title\ThomasAndBertiesGreatRaceTitle.mid",0.1121
"F:\AlphaProject\_PythonML\MidiGAN\melodies\title\wizards.mid",0.1095
"F:\AlphaProject\_PythonML\MidiGAN\melodies\title\smowtitl.mid",0.2316
"F:\AlphaProject\_PythonML\MidiGAN\melodies\title\maxcrng_title.mid",0.2231
"F:\AlphaProject\_PythonML\MidiGAN\melodies\title\kyoraku_sanyo_4_cr_-_title.mid",0.1111
"F:\AlphaProject\_PythonML\MidiGAN\melodies\title\Klxtitle.mid",0.07955
"F:\AlphaProject\_PythonML\MidiGAN\melodies\title\KIMenu_Metal.mid",0.5614
"F:\AlphaProject\_PythonML\MidiGAN\melodies\title\Ice_Climber_Main_Theme.mid",0.1636
"F:\AlphaProject\_PythonML\MidiGAN\melodies\title\luf2title.mid",0.4347
"F:\AlphaProject\_PythonML\MidiGAN\melodies\title\Title2 (2).mid",0.2202
"F:\AlphaProject\_PythonML\MidiGAN\melodies\title\mm3intro.mid",0.2875
"F:\AlphaProject\_PythonML\MidiGAN\melodies\title\PIRATES.mid",0.1425
"F:\AlphaProject\_PythonML\MidiGAN\melodies\title\Banjo_Tooie_intro.mid",0.1523
"F:\AlphaProject\_PythonML\MidiGAN\melodies\title\OLskyhawktitle.mid",0.1215
"F:\AlphaProject\_PythonML\MidiGAN\melodies\title\jaki_crush_japan_-_title_screen.mid",0.2274
"F:\AlphaProject\_PythonML\MidiGAN\melodies\title\Mm6title.mid",0.2991
"F:\AlphaProject\_PythonML\MidiGAN\melodies\title\DragonsFury_1_AWE.mid",0.1514
"F:\AlphaProject\_PythonML\MidiGAN\melodies\title\nemo-title.mid",0.1921
