,Average_Note_Duration
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch16_6.mid",0.008021
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch16_7.mid",0.0075
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch16_8.mid",0.007812
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch16_9.mid",0.007396
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch2048_1.mid",0.08406
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch2048_10.mid",0.1041
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch2048_11.mid",0.08917
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch2048_12.mid",0.08667
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch2048_13.mid",0.09375
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch2048_14.mid",0.07771
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch2048_15.mid",0.08615
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch2048_16.mid",0.09552
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch2048_2.mid",0.08854
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch2048_3.mid",0.1052
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch2048_4.mid",0.08958
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch2048_5.mid",0.08781
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch2048_6.mid",0.1074
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch2048_7.mid",0.09552
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch2048_8.mid",0.09521
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch2048_9.mid",0.1134
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch2500_1.mid",0.1861
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch2500_10.mid",0.1891
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch2500_11.mid",0.1605
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch2500_12.mid",0.1893
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch2500_13.mid",0.1894
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch2500_14.mid",0.1964
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch2500_15.mid",0.1648
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch2500_16.mid",0.1671
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch2500_2.mid",0.191
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch2500_3.mid",0.1889
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch2500_4.mid",0.1789
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch2500_5.mid",0.182
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch2500_6.mid",0.1836
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch2500_7.mid",0.1923
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch2500_8.mid",0.1919
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch2500_9.mid",0.1871
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch3000_1.mid",0.08135
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch3000_10.mid",0.07583
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch3000_11.mid",0.07198
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch3000_12.mid",0.08292
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch3000_13.mid",0.09417
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch3000_14.mid",0.04802
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch3000_15.mid",0.06323
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch3000_16.mid",0.07375
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch3000_2.mid",0.07635
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch3000_3.mid",0.08698
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch3000_4.mid",0.04687
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch3000_5.mid",0.0475
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch3000_6.mid",0.07573
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch3000_7.mid",0.1023
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch3000_8.mid",0.0625
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch3000_9.mid",0.05042
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch300_1.mid",0.06885
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch300_10.mid",0.06167
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch300_11.mid",0.075
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch300_12.mid",0.06802
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch300_13.mid",0.07125
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch300_14.mid",0.07677
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch300_15.mid",0.07469
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch300_16.mid",0.06823
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch300_2.mid",0.06687
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch300_3.mid",0.06323
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch300_4.mid",0.06219
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch300_5.mid",0.05625
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch300_6.mid",0.0624
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch300_7.mid",0.06323
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch300_8.mid",0.0625
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch300_9.mid",0.05542
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch3500_1.mid",0.0999
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch3500_10.mid",0.0975
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch3500_11.mid",0.09948
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch3500_12.mid",0.09594
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch3500_13.mid",0.09479
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch3500_14.mid",0.09448
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch3500_15.mid",0.08938
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch3500_16.mid",0.09875
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch3500_2.mid",0.0926
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch3500_3.mid",0.1002
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch3500_4.mid",0.09573
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch3500_5.mid",0.09542
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch3500_6.mid",0.09406
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch3500_7.mid",0.1018
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch3500_8.mid",0.1017
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch3500_9.mid",0.09656
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch50_1.mid",0.04969
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch50_10.mid",0.08188
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch50_11.mid",0.06729
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch50_12.mid",0.0776
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch50_13.mid",0.0701
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch50_14.mid",0.07042
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch50_15.mid",0.07948
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch50_16.mid",0.07302
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch50_2.mid",0.07083
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch50_3.mid",0.05875
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch50_4.mid",0.06292
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch50_5.mid",0.06375
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch50_6.mid",0.06729
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch50_7.mid",0.07208
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch50_8.mid",0.06323
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch50_9.mid",0.08042
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch700_1.mid",0.1168
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch700_10.mid",0.1081
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch700_11.mid",0.1147
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch700_12.mid",0.1339
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch700_13.mid",0.1239
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch700_14.mid",0.125
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch700_15.mid",0.1224
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch700_16.mid",0.1329
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch700_2.mid",0.1258
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch700_3.mid",0.116
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch700_4.mid",0.1299
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch700_5.mid",0.1211
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch700_6.mid",0.1215
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch700_7.mid",0.1142
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch700_8.mid",0.1211
"F:\AlphaProject\_PythonML\MidiGAN\gan_results\conv_gan_1.1\battle\midi\run3\run3_epoch700_9.mid",0.1179
