,Average_Note_Duration
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\alpha-grandiabattle1.mid",0.48
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\CastleVania-_Illusions.mid",0.3362
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\29-SigmaBattle2.mid",0.8973
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Btowbtl1.mid",0.3751
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\(RnH)_Battle_of_the_Last_Enemy_-_Evolution.mid",0.1859
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\BL_sb_deathtoll.mid",0.09015
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Contra_Boss_Battle.mid",0.225
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Earth_Bound_Zero_Nightmare_Battle_v3.mid",0.2488
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\dbz3_-_battle_theme_2.mid",0.1163
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Bombbatt.mid",0.153
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\BattleTheme2.mid",0.1101
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\fftattack.mid",0.4856
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\fft_211.mid",0.4137
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\EasyBattle2.mid",0.2837
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\actraiser_boss_battle_1.mid",0.1245
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\dhnessus.mid",0.1896
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Arc_the_Lad_3-Battle_4_Proteus.mid",0.2036
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\combatribes-lvl6.mid",0.1741
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\finalbout.mid",0.3769
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\ffmqbatl.mid",0.1814
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\b2batl2.mid",0.6675
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\CBvile.mid",0.2376
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Arc4-sc.mid",0.3592
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Btcvbtl2.mid",0.1589
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Battle (2).mid",0.204
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\ebhippie.mid",0.1412
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\fft_unavoidable.mid",0.6473
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Better_Nara_and_Mara_DQ4_Battle_Theme.mid",0.1138
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\13-MM3Boss.mid",0.204
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Btcave1.mid",1.388
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\ff7_boss.mid",0.2246
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\ffl1_bt1.mid",0.251
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Brawl-Nicked-RetroHippie.mid",0.1905
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\hm-vfboss.mid",0.06173
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Gameboy__Grandia_Parallel_Trippers__Regular_Battle.mid",0.189
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\AR-MM8BattleIntro.mid",0.1731
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\CVL-Boss5.mid",0.1555
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\at-zero.mid",0.08364
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\do1_bbt.mid",0.2197
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Fftultim.mid",0.1165
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\FIELD.mid",0.2014
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\ff3jbatt.mid",0.3152
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\arcana-final.mid",0.3751
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Battle_1_(Ver._X.X).mid",0.1911
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\doubletrouble.mid",0.7009
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\eb_ysb.mid",0.3775
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\FillipiantFoe.mid",0.2912
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\FinalFantasy2_Final.mid",0.1315
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\gilgawoodwind.mid",0.1655
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\CVBR_-_Evil_Gods.mid",0.1239
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\7thsaga_bt2.mid",0.352
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\F91btl12.mid",0.1155
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Bof3boss2.mid",0.5597
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\ff2jbatl.mid",0.2595
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\FFMQ_Final_Battle.mid",0.4313
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Final_Fantasy_-_Battle.mid",0.1941
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\FF6_The_Fierce_Battle_Xg.mid",0.09036
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\dbz2_-_battle_theme_1.mid",0.1055
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\arc3bat2.mid",0.39
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Blue_Oak_Champion_Battle.mid",0.09642
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\chaosworldboss.mid",0.1858
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\FF5_big.mid",0.05988
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\ffl3_bt1.mid",0.1776
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\gg.mid",0.2788
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\DeDeDe_Modified.mid",0.1764
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Gb2fight.mid",0.1326
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Btas_bb1.mid",0.1928
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Btbosbtl.mid",0.183
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\BossBattle.mid",0.342
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\decisive.mid",0.1979
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Drrfinal.mid",0.1218
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\BL_ct_timetorestafterthebattle.mid",0.125
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\20-BattleTheme.mid",0.1787
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\b2bbatle.mid",0.945
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\FF7_Battle_Techno.mid",0.2793
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\ctbattle.mid",0.2676
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\A_ganon.mid",0.2591
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Ffmqbttl.mid",0.2082
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Battle_Entry-Concentration.mid",0.2147
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\ff2bsbtl.mid",0.3412
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\demonbreath.mid",0.1932
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\dd2-mission3.mid",0.2677
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Btas_bb2.mid",0.1034
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\dw3_bt1.mid",0.1666
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\FF5_ExdeathBattle.mid",0.7541
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\DK64_Battle_Arena-KM.mid",0.1659
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\ff7batt.mid",0.234
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Arc_the_Lad_3-Battle_4_X5DR.mid",0.2335
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\B1L_sbm2_battle2.mid",0.1093
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\GA2Boss1.mid",0.2791
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\FF5_boss1.mid",0.4289
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\bossbatt.mid",0.21
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Btowbtl3.mid",0.1477
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\demonofdarkness.mid",0.2687
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\fftdortertrade.mid",0.1142
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Ff8bos88.mid",0.1155
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\dbth-destined.mid",0.2054
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\FF5_final.mid",0.4331
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\(FwolfBtl).mid",0.126
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\rudora_damned.mid",0.1454
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\S_onoxb.mid",0.24
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\s2divecorner.mid",0.3588
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\SaGa_Frontier-Asellus_Final_Battle.mid",0.5078
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\sagafr.mid",0.3237
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\SailorMoonR_esmerude.mid",0.2247
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\sarlac.mid",0.2606
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\SB5_Boss.mid",0.1059
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\SBM5Battle2.mid",0.2093
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\SBM5Battle2_critical.mid",0.1718
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\sbm-battlemenu.mid",0.1613
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\SBomb1-Battle.mid",0.08844
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\SBomb2-Menu.mid",0.114
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\SBomb3-Battle.mid",0.1123
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\SBomb3-Menu1.mid",0.1768
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\SBomb4-Battle.mid",0.1779
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\sbomberman5battle.mid",0.1173
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\SD3boss3.mid",0.4884
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\sekhmet.mid",0.2005
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\sf64b1.mid",0.2858
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\sf64b2.mid",0.2383
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\SF64-BossBattles1.mid",0.2779
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\sf64versusmode2.mid",0.1165
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\ShF1-Battle1.mid",0.5899
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\ShF2-Battle3.mid",0.1562
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\ShF2-FinalBattle.mid",0.1395
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Shining_in_the_Darkness_Battle_Theme.mid",0.1711
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Shock_of_the_Death_God_-_Major_Boss_Battle.mid",0.689
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\SigmaBattle2.mid",0.8702
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\sm64Boss.mid",0.123
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\smasbattle.mid",0.2799
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\SMAS-DemonApsu.mid",0.1238
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\SMASoppositio.mid",0.2761
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\smb3hbros.mid",0.1285
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Smithy_battle1.mid",0.1316
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Smithyb2.mid",0.1545
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\smkbatt.mid",0.2278
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\smrpgbattle.mid",0.09714
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\smrpgcul.mid",0.3412
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\SMT_DMusic.mid",0.4525
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\smt2_bbbattarr.mid",0.2969
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\smt-bossbttl.mid",0.1079
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\SNES_Metal_Max_2_Final_Battle.mid",0.3568
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\SNES_Romancing_SaGa_3_Last_Battle.mid",0.3898
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\SNES_Toki_Memo_Chief.mid",0.1712
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\SO2Battle.mid",0.1809
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\sohbatle.mid",0.1204
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Sonic_2_Dr_Robotnick.mid",0.2052
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\sots_bt_a.mid",0.1952
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\soulreaver.mid",0.2245
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Sparkster_-_BossBattle.mid",0.146
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\SSB_EndingPoint.mid",0.1689
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\st_ab.mid",0.2641
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\STAGE3-2.mid",0.1425
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Star_Wolf_Theme.mid",0.2827
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Starfoxversusmode.mid",0.1303
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\StarOcean_forachieve.mid",0.2332
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\StarTropics-boss_battle.mid",0.1684
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\starwolf.mid",0.2178
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Sthertoth.mid",0.1362
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\S-twinrv.mid",0.1587
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Suicune_CrystalVer.mid",0.1707
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Super_Bomberman_1_Boss.mid",0.09549
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Super_Bomberman_2_Battle_Theme_No3.mid",0.08435
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Super_Bomberman_2_Big_Boss.mid",0.1085
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\SuperMarioAllStars-SMB3_Boss_Battle.mid",0.2015
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\SuperR-Type-Boss.mid",0.1023
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\SV-MC_Boss_1-KMv2.mid",0.9648
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\SweetHome-Battle1.mid",0.1342
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\T_Akumajou_FinalBattle_OrchMix.mid",0.2556
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\T_BionicCommando_BossBattle.mid",0.119
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\T_BionicCommando_Encounter.mid",0.3168
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\T_BionicCommando_EnemyMapBattle.mid",0.2714
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\T_CapcomQuiz_1943Theme_Remix.mid",0.1572
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\T_GuardianLegend_Shiawase.mid",0.6267
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\T_HiryuNoKenIII_BattleTheme1.mid",0.1784
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\T_HiryuNoKenIII_BattleTheme2.mid",0.1323
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\T_HiryuNoKenOugi_BossBattleTheme.mid",0.3613
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\T_RadiaSenki10.mid",0.1198
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\T_RomancingSaGa_BattleTheme_SimpleTsuVersion.mid",0.1465
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\T_RomancingSaGa_BattleTheme2.mid",0.325
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\T_SplatterHouse3_FinalBattleTheme.mid",0.1517
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\T_ThunderForce4_Strite_AirBattle.mid",0.08779
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\T_ThunderForce4_Strite_AirBattle_Intro.mid",0.05035
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\T260g.mid",0.09647
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\TA_Koopa_Battle.mid",0.1288
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\TalesofDestiny_BaredFangs.mid",0.5387
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\TalesofEternia_CelestiaBattle_GM.mid",0.2111
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\TalesofEternia_CelestiaBattle_SC88Prov103.mid",0.2079
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\TalesofEternia_CelestiaBattle_XG.mid",0.2111
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Talespin_-_Boss.mid",0.1508
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\TCG_-_Trainer_Battle_Darkmind_V2.mid",0.2465
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Tenchi_Muyo_-_Background_Music_Battle_2.mid",0.1211
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Tenchi_Muyo_Final_Battle.mid",0.1213
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Tetrisbattlegaiden-Wolfmanbattle.mid",0.3426
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Thimale.mid",0.2935
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\TN_DarkGaia.mid",0.274
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\TODbatt1.mid",0.7338
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\TRONFINA.mid",0.2048
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\TTFight.mid",0.1379
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Uematsu-HillofDespairXG.mid",0.9755
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\ult3batt.mid",0.111
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\vangel2.mid",1.383
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Version_2_Marx.mid",0.2358
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\vgCrash3Cortex.mid",0.2213
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\vgYs3GalabanFinal.mid",0.2524
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\vs_champion_lance_and_trainer_red.mid",0.195
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\wa2_lb.mid",0.266
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\wa2-02.mid",0.245
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\WA2battle.mid",0.2184
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\WAdemon.mid",0.1976
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\WAmfried.mid",0.3204
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Wario's_Battlefield.mid",0.2594
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\warlord.mid",0.1936
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Warsongp.mid",0.07593
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\WAtuvai.mid",0.1838
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\wildarms2.mid",0.09036
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\WildGunsBoss.mid",0.236
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Wily4.mid",0.1701
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\WPBattle6XG.mid",0.2398
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\ww2final.mid",0.532
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\X4Iris.mid",0.2346
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\XHunterBattle.mid",0.2523
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\XHunterIntro.mid",0.175
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\youkai_buster_ruka_no_daibouken_-_boss_battle.mid",0.1315
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\YS_Boss_Battle.mid",0.2221
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\YS_Bowser_Battle.mid",0.0885
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\ys64batt.mid",0.1263
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\yuu_yuu_hakusho_japan_-_clowns_theme.mid",0.1651
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\z2-batscrm-amix.mid",0.393
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\z3ganonbat.mid",0.3129
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Z4boss.mid",0.07429
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Z4BOSS1.mid",0.09819
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Z4boss2.mid",0.1241
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Z4thead.mid",0.1312
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Z64boss1.mid",0.1966
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\Zenkusa_-_FFMQ_BossBattle_seq_XG.mid",0.1621
"F:\AlphaProject\_PythonML\MidiGAN\melodies\battle\ZOOT_Boss_Alt.mid",0.1384
